URL,File Name
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Publikationen/Downloads-Querschnitt/statistischer-bericht-verkehr-2080110231085.xlsx?__blob=publicationFile,statistischer-bericht-verkehr-2080110231085.xlsx
https://www.destatis.de/DE/Themen/Arbeit/Arbeitsmarkt/Erwerbstaetigkeit/Publikationen/Downloads-Erwerbstaetigkeit/erwerbspersonenvorausberechnung5124208209005.xlsx?__blob=publicationFile,erwerbspersonenvorausberechnung5124208209005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/statistischer-bericht-integrierte-ausbildungsberichterstattung-5211201227005.xlsx?__blob=publicationFile,statistischer-bericht-integrierte-ausbildungsberichterstattung-5211201227005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Nachhaltigkeitsindikatoren/Publikationen/Downloads-Nachhaltigkeit/machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx?__blob=publicationFile,machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Soziales/Adoptionen/Publikationen/Downloads/pflege-vormund-beistandschaft-pflegeerlaubnis-5225202187005.xlsx?__blob=publicationFile,pflege-vormund-beistandschaft-pflegeerlaubnis-5225202187005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Publikationen/Downloads-Querschnitt/statistischer-bericht-verkehr-2080110231075.xlsx?__blob=publicationFile,statistischer-bericht-verkehr-2080110231075.xlsx
https://www.destatis.de/DE/Themen/Staat/Oeffentliche-Finanzen/Ausgaben-Einnahmen/Publikationen/Downloads-Ausgaben-und-Einnahmen/statistischer-bericht-rechnungsergebnis-kommunaler-kern-extrahaushalt-2140330207005.xlsx?__blob=publicationFile,statistischer-bericht-rechnungsergebnis-kommunaler-kern-extrahaushalt-2140330207005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Hochschulen/Publikationen/Downloads-Hochschulen/statistischer-bericht-hochschulpersonal-2110440227005.xlsx?__blob=publicationFile,statistischer-bericht-hochschulpersonal-2110440227005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Einkommen-Konsum-Lebensbedingungen/Lebensbedingungen-Armutsgefaehrdung/Publikationen/Downloads-Lebensbedingungen/statistischer-bericht-einkommen-lebensbedingungen-erstergebnisse-2150300227005.xlsx?__blob=publicationFile,statistischer-bericht-einkommen-lebensbedingungen-erstergebnisse-2150300227005.xlsx
https://www.destatis.de/DE/Themen/Staat/Oeffentliche-Finanzen/Fonds-Einrichtungen-Unternehmen/Methoden/Downloads/liste-extrahaushalte-2023-xlsx.xlsx?__blob=publicationFile,liste-extrahaushalte-2023-xlsx.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/statistischer-bericht-berufliche-schulen-2110200227005.xlsx?__blob=publicationFile,statistischer-bericht-berufliche-schulen-2110200227005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Publikationen/Downloads-Querschnitt/statistischer-bericht-verkehr-2080110231095.xlsx?__blob=publicationFile,statistischer-bericht-verkehr-2080110231095.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Landwirtschaft-Forstwirtschaft-Fischerei/Wald-Holz/Publikationen/Downloads-Wald-und-Holz/holzeinschlag-2030331217005.xlsx?__blob=publicationFile,holzeinschlag-2030331217005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/berufliche-schulen-2110200217005.xlsx?__blob=publicationFile,berufliche-schulen-2110200217005.xlsx
https://www.destatis.de/DE/Themen/Wirtschaft/Aussenhandel/Publikationen/Downloads-Aussenhandel/zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx?__blob=publicationFile,zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx
https://www.destatis.de/DE/Themen/Laender-Regionen/Regionales/Gemeindeverzeichnis/Administrativ/Archiv/Standardtabellen/05_StaedteVorjahr.xlsx?__blob=publicationFile,05_StaedteVorjahr.xlsx
https://www.destatis.de/DE/Themen/Staat/Oeffentliche-Finanzen/Ausgaben-Einnahmen/Publikationen/Downloads-Ausgaben-und-Einnahmen/statistischer-bericht-rechnungsergebnis-oeffentlicher-haushalt-2140310197015.xlsx?__blob=publicationFile,statistischer-bericht-rechnungsergebnis-oeffentlicher-haushalt-2140310197015.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Gesundheit/Krankenhaeuser/Publikationen/Downloads-Krankenhaeuser/krankenhausverzeichnis-3500100227005.xlsx?__blob=publicationFile,krankenhausverzeichnis-3500100227005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Haushalte-Familien/Publikationen/Downloads-Haushalte/geburtentrends-tabellenband-5122203189015.xlsx?__blob=publicationFile,geburtentrends-tabellenband-5122203189015.xlsx
https://www.destatis.de/DE/Themen/Staat/Justiz-Rechtspflege/Publikationen/Downloads-Gerichte/verwaltungsgerichte-2100240217005.xlsx?__blob=publicationFile,verwaltungsgerichte-2100240217005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Personenverkehr/Publikationen/Downloads-Luftverkehr/statistischer-bericht-luftverkehr-2080620227005.xlsx?__blob=publicationFile,statistischer-bericht-luftverkehr-2080620227005.xlsx
https://www.destatis.de/DE/Themen/Staat/Steuern/Lohnsteuer-Einkommensteuer/Publikationen/Downloads-Lohn-und-Einkommenssteuern/statistischer-bericht-personengesellschaften-gemeinschaften-5731101197005.xlsx?__blob=publicationFile,statistischer-bericht-personengesellschaften-gemeinschaften-5731101197005.xlsx
https://www.destatis.de/DE/Themen/Arbeit/Verdienste/Tarifverdienste-Tarifbindung/Publikationen/Downloads-Tarifverdienste-Tarifbindung/tarifbindung-5622103189005.xlsx?__blob=publicationFile,tarifbindung-5622103189005.xlsx
https://www.destatis.de/DE/Themen/Staat/Oeffentliche-Finanzen/Fonds-Einrichtungen-Unternehmen/Methoden/Downloads/liste-extrahaushalte-2023-stand-30-juni-2023-xlsx.xlsx?__blob=publicationFile,liste-extrahaushalte-2023-stand-30-juni-2023-xlsx.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Publikationen/Downloads-Querschnitt/statistischer-bericht-verkehr-2080110231065.xlsx?__blob=publicationFile,statistischer-bericht-verkehr-2080110231065.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/allgemeinbildende-schulen-2110100217005.xlsx?__blob=publicationFile,allgemeinbildende-schulen-2110100217005.xlsx
https://www.destatis.de/DE/Themen/Arbeit/Verdienste/Verdienste-Branche-Berufe/Publikationen/Downloads/statistischer-bericht-verdienste-5623601233245.xlsx?__blob=publicationFile,statistischer-bericht-verdienste-5623601233245.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Landwirtschaft-Forstwirtschaft-Fischerei/Tiere-Tierische-Erzeugung/Publikationen/Downloads-Tiere-und-tierische-Erzeugung/viehbestand-2030410225325.xlsx?__blob=publicationFile,viehbestand-2030410225325.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Gesundheit/Schwangerschaftsabbrueche/Publikationen/Downloads-Schwangerschaftsabbrueche/statistischer-bericht-schwangerschaftsabbrueche-2120300227005.xlsx?__blob=publicationFile,statistischer-bericht-schwangerschaftsabbrueche-2120300227005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Wanderungen/Tabellen/zuwanderungsgruppen-excel.xlsx?__blob=publicationFile,zuwanderungsgruppen-excel.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Haushalte-Familien/Publikationen/Downloads-Haushalte/alleinerziehende-tabellenband-5122124179005.xlsx?__blob=publicationFile,alleinerziehende-tabellenband-5122124179005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Bevoelkerungsstand/Publikationen/Downloads-Bevoelkerungsstand/rueckgerechnete-bevoelkerung-5124105119005.xlsx?__blob=publicationFile,rueckgerechnete-bevoelkerung-5124105119005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Umwelt/UGR/verkehr-tourismus/Publikationen/Downloads/statistischer-bericht-umweltwirkungen-tourismus-5855401207005.xlsx?__blob=publicationFile,statistischer-bericht-umweltwirkungen-tourismus-5855401207005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Gesundheit/Vorsorgeeinrichtungen-Rehabilitationseinrichtungen/Publikationen/Downloads-Vorsorge-oder-Reha/grunddaten-vorsorge-reha-2120612167005.xlsx?__blob=publicationFile,grunddaten-vorsorge-reha-2120612167005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Dienstleistungen/Publikationen/Downloads-Dienstleistungen-Struktur/reparatur-gueter-2090460197005.xlsx?__blob=publicationFile,reparatur-gueter-2090460197005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Industrie-Verarbeitendes-Gewerbe/Publikationen/Downloads-Fachstatistiken/duengemittelversorgung-jahr-2040820217005.xlsx?__blob=publicationFile,duengemittelversorgung-jahr-2040820217005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Soziales/Adoptionen/Publikationen/Downloads/adoptionen-5225201217005.xlsx?__blob=publicationFile,adoptionen-5225201217005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Personenverkehr/Publikationen/Downloads-Luftverkehr/statistischer-bericht-luftverkehr-hauptverkehrsflughaefen-2080600241015.xlsx?__blob=publicationFile,statistischer-bericht-luftverkehr-hauptverkehrsflughaefen-2080600241015.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Publikationen/Downloads-Querschnitt/verkehr-aktuell-xlsx-2080110.xlsx?__blob=publicationFile,verkehr-aktuell-xlsx-2080110.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/statistischer-bericht-allgemeinbildende-schulen-2110100227005.xlsx?__blob=publicationFile,statistischer-bericht-allgemeinbildende-schulen-2110100227005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/schnellmeldung-studienberechtigte-xlsx-5211001.xlsx?__blob=publicationFile,schnellmeldung-studienberechtigte-xlsx-5211001.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Wanderungen/Publikationen/Downloads-Wanderungen/wanderungen-2010120217005.xlsx?__blob=publicationFile,wanderungen-2010120217005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/statistischer-bericht-studienberechtigte-schnellmeldung-5211001228005.xlsx?__blob=publicationFile,statistischer-bericht-studienberechtigte-schnellmeldung-5211001228005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Landwirtschaft-Forstwirtschaft-Fischerei/Fischerei/Publikationen/Downloads-Fischerei/aquakulturbetriebe-2030460217005.xlsx?__blob=publicationFile,aquakulturbetriebe-2030460217005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Landwirtschaft-Forstwirtschaft-Fischerei/Obst-Gemuese-Gartenbau/Publikationen/Downloads-Gemuese/statistischer-bericht-gemueseerhebung-2030313237005.xlsx?__blob=publicationFile,statistischer-bericht-gemueseerhebung-2030313237005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/statistischer-bericht-sm-schueler-5211003248005.xlsx?__blob=publicationFile,statistischer-bericht-sm-schueler-5211003248005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Methoden/datenbank.xlsx?__blob=publicationFile,datenbank.xlsx
https://www.destatis.de/DE/Themen/Wirtschaft/Volkswirtschaftliche-Gesamtrechnungen-Inlandsprodukt/Publikationen/Downloads-Inlandsprodukt/inlandsprodukt-erste-ergebnisse-xlsx-2180110.xlsx?__blob=publicationFile,inlandsprodukt-erste-ergebnisse-xlsx-2180110.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Hochschulen/Publikationen/Downloads-Hochschulen/studierende-hochschulen-endg-2110410227005.xlsx?__blob=publicationFile,studierende-hochschulen-endg-2110410227005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Bildungsfinanzen-Ausbildungsfoerderung/Publikationen/Downloads-Bildungsfinanzen/finanzen-private-hochschulen-5213702207005.xlsx?__blob=publicationFile,finanzen-private-hochschulen-5213702207005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/statistischer-bericht-integrierte-ausbildungsberichterstattung-vorlaeufig-5211002227005.xlsx?__blob=publicationFile,statistischer-bericht-integrierte-ausbildungsberichterstattung-vorlaeufig-5211002227005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Soziales/Elterngeld/Publikationen/Downloads-Elterngeld/elterngeld-geburten-kreise-5229204197005.xlsx?__blob=publicationFile,elterngeld-geburten-kreise-5229204197005.xlsx
https://www.destatis.de/DE/Themen/Staat/Justiz-Rechtspflege/Publikationen/Downloads-Strafverfolgung-Strafvollzug/krankenhaus-massregelvollzug-5243202149005.xlsx?__blob=publicationFile,krankenhaus-massregelvollzug-5243202149005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Umwelt/Abfallwirtschaft/Publikationen/Downloads-Abfallwirtschaft/statistischer-bericht-abfallentsorgung-2190100207005.xlsx?__blob=publicationFile,statistischer-bericht-abfallentsorgung-2190100207005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Dienstleistungen/Publikationen/Downloads-Dienstleistungen-Struktur/grundstuecks-wohnungswesen-2090430197005.xlsx?__blob=publicationFile,grundstuecks-wohnungswesen-2090430197005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Sterbefaelle-Lebenserwartung/Publikationen/Downloads-Sterbefaelle/kohortensterbetafeln-5126101209005.xlsx?__blob=publicationFile,kohortensterbetafeln-5126101209005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Bildungsfinanzen-Ausbildungsfoerderung/Publikationen/Downloads-Bildungsfinanzen/statistischer-bericht-budget-bildung-5217108207005.xlsx?__blob=publicationFile,statistischer-bericht-budget-bildung-5217108207005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Haushalte-Familien/Publikationen/Downloads-Haushalte/haushalte-familien-gesundheit-tabellenanhang-5122120059005.xlsx?__blob=publicationFile,haushalte-familien-gesundheit-tabellenanhang-5122120059005.xlsx
https://www.destatis.de/DE/Themen/Arbeit/Verdienste/Verdienste-Branche-Berufe/Publikationen/Downloads/statistischer-bericht-verdienste-5623601233235.xlsx?__blob=publicationFile,statistischer-bericht-verdienste-5623601233235.xlsx
https://www.destatis.de/DE/Themen/Wirtschaft/Preise/Erzeugerpreisindex-gewerbliche-Produkte/Publikationen/Downloads-Erzeugerpreise/erzeugerpreise-2170200221125.xlsx?__blob=publicationFile,erzeugerpreise-2170200221125.xlsx
https://www.destatis.de/DE/Themen/Laender-Regionen/Regionales/Gemeindeverzeichnis/Administrativ/05-staedte.xlsx?__blob=publicationFile,05-staedte.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/statistischer-bericht-allgemeinbildende-schulen-2110100237005.xlsx?__blob=publicationFile,statistischer-bericht-allgemeinbildende-schulen-2110100237005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Bauen/Publikationen/Downloads-Bautaetigkeit/bautaetigkeit-2050100227005.xlsx?__blob=publicationFile,bautaetigkeit-2050100227005.xlsx
https://www.destatis.de/DE/Themen/Laender-Regionen/Regionales/Gemeindeverzeichnis/Administrativ/Archiv/GVAuszugJ/19870527_Auszug_GV.xlsx?__blob=publicationFile,19870527_Auszug_GV.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Migration-Integration/Publikationen/Downloads-Migration/statistischer-bericht-migrationshintergrund-erst-2010220227005.xlsx?__blob=publicationFile,statistischer-bericht-migrationshintergrund-erst-2010220227005.xlsx
https://www.destatis.de/DE/Themen/Staat/Steuern/Umsatzsteuer/Publikationen/Downloads-Umsatzsteuern/umsatzsteuerstatistik-zeitreihe-5733103197005.xlsx?__blob=publicationFile,umsatzsteuerstatistik-zeitreihe-5733103197005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Umwelt/UGR/oekosystemgesamtrechnungen/Publikationen/Downloads/flaechenbilanzierung-gemeinden-oekosysteme-5852204189005.xlsx?__blob=publicationFile,flaechenbilanzierung-gemeinden-oekosysteme-5852204189005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Dienstleistungen/Publikationen/Downloads-Dienstleistungen-Struktur/verkehr-lagerei-2090410197005.xlsx?__blob=publicationFile,verkehr-lagerei-2090410197005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Hochschulen/Publikationen/Downloads-Hochschulen/berufsakademien-2110480217005.xlsx?__blob=publicationFile,berufsakademien-2110480217005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Soziales/Kinderhilfe-Jugendhilfe/Publikationen/Downloads-Kinder-und-Jugendhilfe/ausgaben-einnahmen-jugendhilfe-5225501217005.xlsx?__blob=publicationFile,ausgaben-einnahmen-jugendhilfe-5225501217005.xlsx
https://www.destatis.de/DE/Themen/Staat/Oeffentliche-Finanzen/Ausgaben-Einnahmen/Publikationen/Downloads-Ausgaben-und-Einnahmen/extrahaushalte-laender-5715101227005.xlsx?__blob=publicationFile,extrahaushalte-laender-5715101227005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Bevoelkerungsstand/Publikationen/Downloads-Bevoelkerungsstand/daten-bevoelkerungsfortschreibung-zensus-5124104119005.xlsx?__blob=publicationFile,daten-bevoelkerungsfortschreibung-zensus-5124104119005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Personenverkehr/Publikationen/Downloads-Luftverkehr/statistischer-bericht-luftverkehr-hauptverkehrsflughaefen-2080600231025.xlsx?__blob=publicationFile,statistischer-bericht-luftverkehr-hauptverkehrsflughaefen-2080600231025.xlsx
https://www.destatis.de/DE/Themen/Laender-Regionen/Regionales/Publikationen/Downloads/anschriftenverzeichnis-5119101237005.xlsx?__blob=publicationFile,anschriftenverzeichnis-5119101237005.xlsx
https://www.destatis.de/DE/Themen/Staat/Steuern/Steuereinnahmen/Publikationen/Downloads-Realsteuern/statistischer-bericht-realsteuervergleich-2141010227005.xlsx?__blob=publicationFile,statistischer-bericht-realsteuervergleich-2141010227005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Dienstleistungen/Publikationen/Downloads-Dienstleistungen-Struktur/information-kommunikation-2090420197005.xlsx?__blob=publicationFile,information-kommunikation-2090420197005.xlsx
https://www.destatis.de/DE/Themen/Wirtschaft/Volkswirtschaftliche-Gesamtrechnungen-Inlandsprodukt/Publikationen/Downloads-Input-Output-Rechnung/input-output-rechnung-2180200207005.xlsx?__blob=publicationFile,input-output-rechnung-2180200207005.xlsx
https://www.destatis.de/DE/Themen/Staat/Oeffentliche-Finanzen/Fonds-Einrichtungen-Unternehmen/Methoden/Downloads/liste-extrahaushalte-2022-xlsx.xlsx?__blob=publicationFile,liste-extrahaushalte-2022-xlsx.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Dienstleistungen/Publikationen/Downloads-Dienstleistungen-Struktur/erbringung-sonstiger-dienstleistungen-2090450197005.xlsx?__blob=publicationFile,erbringung-sonstiger-dienstleistungen-2090450197005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Personenverkehr/Publikationen/Downloads-Luftverkehr/statistischer-bericht-luftverkehr-hauptverkehrsflughaefen-2080600231085.xlsx?__blob=publicationFile,statistischer-bericht-luftverkehr-hauptverkehrsflughaefen-2080600231085.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Dienstleistungen/Publikationen/Downloads-Dienstleistungen-Struktur/erbringung-dienstleistungen-2090440197005.xlsx?__blob=publicationFile,erbringung-dienstleistungen-2090440197005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Forschung-Entwicklung/Publikationen/Downloads-Forschung-Entwicklung/ausgaben-einnahmen-personal-2140360207005.xlsx?__blob=publicationFile,ausgaben-einnahmen-personal-2140360207005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Personenverkehr/Publikationen/Downloads-Luftverkehr/statistischer-bericht-luftverkehr-hauptverkehrsflughaefen-2080600231095.xlsx?__blob=publicationFile,statistischer-bericht-luftverkehr-hauptverkehrsflughaefen-2080600231095.xlsx
https://www.destatis.de/DE/Themen/Staat/Justiz-Rechtspflege/Publikationen/Downloads-Gerichte/sozialgerichte-2100270217005.xlsx?__blob=publicationFile,sozialgerichte-2100270217005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Landwirtschaft-Forstwirtschaft-Fischerei/Landwirtschaftliche-Betriebe/Publikationen/Downloads-Landwirtschaftliche-Betriebe/argrarstukturerhebung-2030100109005.xlsx?__blob=publicationFile,argrarstukturerhebung-2030100109005.xlsx
https://www.destatis.de/DE/Themen/Arbeit/Verdienste/Verdienste-Branche-Berufe/Publikationen/Downloads/statistischer-bericht-verdienste-5623601233225.xlsx?__blob=publicationFile,statistischer-bericht-verdienste-5623601233225.xlsx
https://www.destatis.de/DE/Themen/Staat/Steuern/Umsatzsteuer/Publikationen/Downloads-Umsatzsteuern/umsatzsteuerstatistik-5733101197005.xlsx?__blob=publicationFile,umsatzsteuerstatistik-5733101197005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Migration-Integration/Publikationen/Downloads-Migration/migrationshintergrund-endergebnisse-2010220217005.xlsx?__blob=publicationFile,migrationshintergrund-endergebnisse-2010220217005.xlsx
https://www.destatis.de/DE/Themen/Wirtschaft/Preise/Grosshandelspreisindex/Publikationen/Downloads-Grosshandelspreise/grosshandelsverkaufspreise-lange-reihen-xlsx-5612801.xlsx?__blob=publicationFile,grosshandelsverkaufspreise-lange-reihen-xlsx-5612801.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Transport-Verkehr/Personenverkehr/Publikationen/Downloads-Luftverkehr/statistischer-bericht-luftverkehr-2080620207005.xlsx?__blob=publicationFile,statistischer-bericht-luftverkehr-2080620207005.xlsx
https://www.destatis.de/DE/Themen/Branchen-Unternehmen/Landwirtschaft-Forstwirtschaft-Fischerei/Tiere-Tierische-Erzeugung/Publikationen/Downloads-Tiere-und-tierische-Erzeugung/viehbestand-tierische-erzeugung-2030400177005.xlsx?__blob=publicationFile,viehbestand-tierische-erzeugung-2030400177005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Umwelt/UGR/landwirtschaft-wald/Publikationen/Downloads/statistischer-bericht-waldgesamtrechnung-5852102217005.xlsx?__blob=publicationFile,statistischer-bericht-waldgesamtrechnung-5852102217005.xlsx
https://www.destatis.de/DE/Themen/Laender-Regionen/Regionales/Gemeindeverzeichnis/Administrativ/13-finanzamt.xlsx?__blob=publicationFile,13-finanzamt.xlsx
https://www.destatis.de/DE/Themen/Laender-Regionen/Regionales/Gemeindeverzeichnis/Administrativ/Archiv/GVAuszugJ/01011970_Auszug_GV.xlsx?__blob=publicationFile,01011970_Auszug_GV.xlsx
https://www.destatis.de/DE/Themen/Laender-Regionen/Regionales/Gemeindeverzeichnis/Administrativ/Archiv/GVAuszugJ/19500913_Auszug_GV.xlsx?__blob=publicationFile,19500913_Auszug_GV.xlsx
https://www.destatis.de/DE/Themen/Laender-Regionen/Regionales/Gemeindeverzeichnis/Administrativ/Archiv/GVAuszugJ/31121973_Auszug_GV.xlsx?__blob=publicationFile,31121973_Auszug_GV.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bevoelkerung/Migration-Integration/Publikationen/Downloads-Migration/statistischer-bericht-auslaend-bevoelkerung-2010200237005.xlsx?__blob=publicationFile,statistischer-bericht-auslaend-bevoelkerung-2010200237005.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Umwelt/Abfallwirtschaft/Publikationen/Downloads-Abfallwirtschaft/abfallentsorgung-2190100177005.xlsx?__blob=publicationFile,abfallentsorgung-2190100177005.xlsx
https://www.destatis.de/DE/Themen/Arbeit/Verdienste/Verdienste-Branche-Berufe/Publikationen/Downloads/statistischer-bericht-verdienste-5623601233215.xlsx?__blob=publicationFile,statistischer-bericht-verdienste-5623601233215.xlsx
https://www.destatis.de/DE/Themen/Gesellschaft-Umwelt/Bildung-Forschung-Kultur/Schulen/Publikationen/Downloads-Schulen/statistischer-bericht-berufliche-schulen-berufsbezeichnungen-5211004237005.xlsx?__blob=publicationFile,statistischer-bericht-berufliche-schulen-berufsbezeichnungen-5211004237005.xlsx
https://www.destatis.de/DE/Themen/Staat/Justiz-Rechtspflege/Publikationen/Downloads-Gerichte/statistischer-bericht-sozialgerichte-2100270227005.xlsx?__blob=publicationFile,statistischer-bericht-sozialgerichte-2100270227005.xlsx
https://www.destatis.de/DE/Themen/Laender-Regionen/Regionales/Gemeindeverzeichnis/Administrativ/Archiv/GVAuszugJ/20110509_Auszug_GV.xlsx?__blob=publicationFile,20110509_Auszug_GV.xlsx
https://www.destatis.de/DE/Themen/Arbeit/Arbeitskosten-Lohnnebenkosten/Publikationen/Downloads-Arbeits-und-Lohnnebenkosten/arbeitskosten-nl-2163203209005.xlsx?__blob=publicationFile,arbeitskosten-nl-2163203209005.xlsx
https://www.destatis.de/DE/Themen/Arbeit/Arbeitskosten-Lohnnebenkosten/Publikationen/Downloads-Arbeits-und-Lohnnebenkosten/arbeitskosten-fb-2163202209005.xlsx?__blob=publicationFile,arbeitskosten-fb-2163202209005.xlsx
https://www.destatis.de/DE/Themen/Staat/Oeffentliche-Finanzen/Ausgaben-Einnahmen/Publikationen/Downloads-Ausgaben-und-Einnahmen/rechnungsergebnis-kernhaushalt-gemeinden-2140331207005.xlsx?__blob=publicationFile,rechnungsergebnis-kernhaushalt-gemeinden-2140331207005.xlsx
https://www.destatis.de/DE/Themen/Staat/Steuern/Lohnsteuer-Einkommensteuer/Publikationen/Downloads-Lohn-und-Einkommenssteuern/statistischer-bericht-lohn-einkommensteuer-2140710197005.xlsx?__blob=publicationFile,statistischer-bericht-lohn-einkommensteuer-2140710197005.xlsx
