File,Sheet / Workbook,Total Cell Count,Empty Cells Count,Whitespace Cells Count,Total Row Count,Rows Outside of Value Range Count,Total Column Count,Removed Columns Count,Original Size,Cleaned Size,Empty Cell Size,Whitespace Cell Size,Rows Outside of Value Range Size,Removed Columns Size,Reduction Ratio,Empty Cell Reduction Ratio,Whitespace Cell Reduction Ratio,Rows Outside of Value Range Reduction Ratio,Removed Columns Reduction Ratio,Removed Print Areas,Removed Print Titles
05_StaedteVorjahr.xlsx,Städte,27769,969,0,2283,208,830,820,1212717,1119078,21249,0,10608,61782,0.07721422227939412,0.017521812591066176,0.0,0.00874730048313003,0.050945109205197917,0,0
05_StaedteVorjahr.xlsx,Deckblatt,77,59,0,41,0,6,1,6033,4943,1090,0,0,0,0.18067296535720206,0.18067296535720206,0.0,0.0,0.0,0,0
06-staedte-einwohner-groessen.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06-staedte-einwohner-groessen.xlsx,Städte Einwohnergrößenklassen,644,159,0,59,0,705,694,76295,23379,2999,0,0,49917,0.6935710072743955,0.0393079494069074,0.0,0.0,0.6542630578674881,0,0
06-staedte-einwohner-groessen.xlsx,Deckblatt,80,62,0,41,0,6,1,6041,4902,1139,0,0,0,0.18854494289024995,0.18854494289024995,0.0,0.0,0.0,0,0
06_Staedte_EinwohnergroessenVorjahr.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06_Staedte_EinwohnergroessenVorjahr.xlsx,Städte Einwohnergrößenklassen,644,159,0,59,0,705,694,76295,23379,2999,0,0,49917,0.6935710072743955,0.0393079494069074,0.0,0.0,0.6542630578674881,0,0
06_Staedte_EinwohnergroessenVorjahr.xlsx,Deckblatt,80,62,0,41,0,6,1,6041,4902,1139,0,0,0,0.18854494289024995,0.18854494289024995,0.0,0.0,0.0,0,0
08-gemeinden-einwohner-groessen.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08-gemeinden-einwohner-groessen.xlsx,Einwohnergrößen,1886,278,0,108,13,1856,1837,222640,69679,5218,0,862,146881,0.6870328781890047,0.02343693855551563,0.0,0.003871721164211283,0.6597242184692778,0,0
08-gemeinden-einwohner-groessen.xlsx,Deckblatt,92,74,0,40,0,6,1,6200,4819,1381,0,0,0,0.22274193548387097,0.22274193548387097,0.0,0.0,0.0,0,0
08_Gemeinden_EinwohnergroessenklassenVorjahr.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08_Gemeinden_EinwohnergroessenklassenVorjahr.xlsx,Einwohnergrößen,1886,278,0,108,13,1856,1837,222634,69673,5218,0,862,146881,0.6870513937673491,0.023437570182451916,0.0,0.003871825507334908,0.6597419980775623,0,0
08_Gemeinden_EinwohnergroessenklassenVorjahr.xlsx,Deckblatt,92,74,0,40,0,6,1,6200,4819,1381,0,0,0,0.22274193548387097,0.22274193548387097,0.0,0.0,0.0,0,0
10-arbeitsagentur.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-arbeitsagentur.xlsx,Daten,119447,447,0,10833,0,11,1,5196783,5187659,9124,0,0,0,0.0017557015561357862,0.0017557015561357862,0.0,0.0,0.0,0,0
10-arbeitsagentur.xlsx,Deckblatt,92,74,0,40,0,6,1,6209,4828,1381,0,0,0,0.22241906909325174,0.22241906909325174,0.0,0.0,0.0,0,0
10_ArbeitsagenturVorjahr.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_ArbeitsagenturVorjahr.xlsx,Daten,119458,447,0,10834,0,11,1,5196780,5187656,9124,0,0,0,0.0017557025696681406,0.0017557025696681406,0.0,0.0,0.0,0,0
10_ArbeitsagenturVorjahr.xlsx,Deckblatt,92,74,0,40,0,6,1,6209,4828,1381,0,0,0,0.22241906909325174,0.22241906909325174,0.0,0.0,0.0,0,0
11-arbeitsmarktregion.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-arbeitsmarktregion.xlsx,Daten,2956,1363,0,240,0,9,2,99250,72898,26299,0,0,53,0.26551133501259444,0.2649773299748111,0.0,0.0,0.0005340050377833753,0,0
11-arbeitsmarktregion.xlsx,Deckblatt,92,74,0,40,0,6,1,6203,4822,1381,0,0,0,0.22263420925358698,0.22263420925358698,0.0,0.0,0.0,0,0
11ArbeitsmarktregionVorjahr.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11ArbeitsmarktregionVorjahr.xlsx,Daten,2956,1363,0,240,0,9,2,99268,72916,26299,0,0,53,0.26546319055486156,0.2649292823467784,0.0,0.0,0.0005339082080831688,0,0
11ArbeitsmarktregionVorjahr.xlsx,Deckblatt,92,74,0,40,0,6,1,6203,4822,1381,0,0,0,0.22263420925358698,0.22263420925358698,0.0,0.0,0.0,0,0
12-gerichte.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-gerichte.xlsx,Amtsgerichtsbezirke,6727,946,0,659,0,10,1,265120,246847,18273,0,0,0,0.06892350633675316,0.06892350633675316,0.0,0.0,0.0,0,0
12-gerichte.xlsx,Deckblatt,91,73,0,38,0,6,1,6115,4747,1368,0,0,0,0.22371218315617333,0.22371218315617333,0.0,0.0,0.0,0,0
12_GerichteVorjahr.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12_GerichteVorjahr.xlsx,Amtsgerichtsbezirke,6727,946,0,659,0,10,1,265147,246888,18259,0,0,0,0.06886368693592611,0.06886368693592611,0.0,0.0,0.0,0,0
12_GerichteVorjahr.xlsx,Deckblatt,91,73,0,38,0,6,1,6115,4747,1368,0,0,0,0.22371218315617333,0.22371218315617333,0.0,0.0,0.0,0,0
13-finanzamt.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-finanzamt.xlsx,Finanzamtsbezirke,108700,207,0,10865,0,11,1,4674047,4669705,4342,0,0,0,0.0009289594221025163,0.0009289594221025163,0.0,0.0,0.0,0,0
13-finanzamt.xlsx,Deckblatt,92,74,0,40,0,6,1,6284,4869,1415,0,0,0,0.22517504774029282,0.22517504774029282,0.0,0.0,0.0,0,0
13_FinanzamtVorjahr.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13_FinanzamtVorjahr.xlsx,Finanzamtsbezirke,108740,207,0,10869,0,11,1,4676620,4672278,4342,0,0,0,0.0009284483237894035,0.0009284483237894035,0.0,0.0,0.0,0,0
13_FinanzamtVorjahr.xlsx,Deckblatt,92,74,0,40,0,6,1,6284,4869,1415,0,0,0,0.22517504774029282,0.22517504774029282,0.0,0.0,0.0,0,0
15-regiostar.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-regiostar.xlsx,RegioStaR 17,2677,403,0,260,13,11,1,110376,102862,6864,0,650,0,0.06807639341885917,0.062187432050445746,0.0,0.005888961368413423,0.0,0,0
15-regiostar.xlsx,Deckblatt,83,65,0,39,0,6,1,6022,4817,1205,0,0,0,0.20009963467286615,0.20009963467286615,0.0,0.0,0.0,0,0
15_RegioStaRVorjahr.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15_RegioStaRVorjahr.xlsx,RegioStaR 17,2677,403,0,260,13,11,1,110260,102746,6864,0,650,0,0.06814801378559768,0.06225285688372937,0.0,0.005895156901868311,0.0,0,0
15_RegioStaRVorjahr.xlsx,Deckblatt,83,65,0,39,0,6,1,6022,4817,1205,0,0,0,0.20009963467286615,0.20009963467286615,0.0,0.0,0.0,0,0
1950.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1950.xlsx,1950,842,146,0,72,0,13,1,34375,32429,1946,0,0,0,0.056610909090909094,0.056610909090909094,0.0,0.0,0.0,0,0
1950.xlsx,Deckblatt,422,406,0,48,0,2,0,12606,5325,7281,0,0,0,0.5775821037601142,0.5775821037601142,0.0,0.0,0.0,0,0
19500913_Auszug_GV.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19500913_Auszug_GV.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
19500913_Auszug_GV.xlsx,Gemeindedaten,223872,26199,0,24988,0,10,1,9891562,9325880,565682,0,0,0,0.05718833890946647,0.05718833890946647,0.0,0.0,0.0,0,0
19500913_Auszug_GV.xlsx,Inhalt,68,39,0,45,0,6,1,8820,8344,476,0,0,0,0.05396825396825397,0.05396825396825397,0.0,0.0,0.0,0,0
1951.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1951.xlsx,1951,4060,426,0,320,0,13,1,163154,157614,5540,0,0,0,0.033955649263885654,0.033955649263885654,0.0,0.0,0.0,0,0
1951.xlsx,Deckblatt,422,406,0,48,0,2,0,12606,5325,7281,0,0,0,0.5775821037601142,0.5775821037601142,0.0,0.0,0.0,0,0
1952.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1952.xlsx,1952,145922,44149,0,11232,0,13,1,6149849,5112423,1037426,0,0,0,0.16869129632288532,0.16869129632288532,0.0,0.0,0.0,0,0
1952.xlsx,Deckblatt,422,406,0,48,0,2,0,12606,5325,7281,0,0,0,0.5775821037601142,0.5775821037601142,0.0,0.0,0.0,0,0
1953.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1953.xlsx,1953,185439,56735,0,14264,0,13,1,8005325,6507051,1498274,0,0,0,0.18715967184342922,0.18715967184342922,0.0,0.0,0.0,0,0
1953.xlsx,Deckblatt,422,406,0,48,0,2,0,12606,5325,7281,0,0,0,0.5775821037601142,0.5775821037601142,0.0,0.0,0.0,0,0
1954.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1954.xlsx,1954,3179,437,0,244,0,12,1,125038,118492,6546,0,0,0,0.05235208496617028,0.05235208496617028,0.0,0.0,0.0,0,0
1954.xlsx,Deckblatt,422,406,0,48,0,2,0,12605,5324,7281,0,0,0,0.577627925426418,0.577627925426418,0.0,0.0,0.0,0,0
1955.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1955.xlsx,1955,2360,375,0,181,0,12,1,92306,86623,5683,0,0,0,0.06156696206097112,0.06156696206097112,0.0,0.0,0.0,0,0
1955.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1956.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956.xlsx,1956 26.09.-31.12.,5715,1976,0,469,0,12,1,235106,195896,39210,0,0,0,0.1667758372819069,0.1667758372819069,0.0,0.0,0.0,0,0
1956.xlsx,1956 01.01.-25.09.,2035,351,0,156,0,12,1,79128,73676,5452,0,0,0,0.0689010211303205,0.0689010211303205,0.0,0.0,0.0,0,0
1956.xlsx,1956,7469,2182,0,608,0,12,1,306820,264357,42463,0,0,0,0.13839710579492862,0.13839710579492862,0.0,0.0,0.0,0,0
1956.xlsx,Deckblatt,422,406,0,48,0,2,0,12604,5323,7281,0,0,0,0.5776737543636941,0.5776737543636941,0.0,0.0,0.0,0,0
1956.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1957.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1957.xlsx,1957,2815,423,0,216,0,12,1,110571,104151,6420,0,0,0,0.05806224055131996,0.05806224055131996,0.0,0.0,0.0,0,0
1957.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1958.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1958.xlsx,1958,2269,358,0,174,0,12,1,88907,83422,5485,0,0,0,0.061693679912717785,0.061693679912717785,0.0,0.0,0.0,0,0
1958.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1959.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1959.xlsx,1959,2282,362,0,175,0,12,1,88939,83350,5589,0,0,0,0.06284082348575991,0.06284082348575991,0.0,0.0,0.0,0,0
1959.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1960.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1960.xlsx,1960,3049,409,0,234,0,12,1,120424,114384,6040,0,0,0,0.05015611506012091,0.05015611506012091,0.0,0.0,0.0,0,0
1960.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1961.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961.xlsx,1961-02.01-06.06.61,761,229,0,58,0,12,1,28618,24805,3813,0,0,0,0.1332378223495702,0.1332378223495702,0.0,0.0,0.0,0,0
1961.xlsx,1961,16621,2257,0,1278,0,12,1,651540,615743,35797,0,0,0,0.05494213709058538,0.05494213709058538,0.0,0.0,0.0,0,0
1961.xlsx,1961-01.01.,15269,225,0,1174,0,12,1,597512,593525,3987,0,0,0,0.006672669335511253,0.006672669335511253,0.0,0.0,0.0,0,0
1961.xlsx,Deckblatt,422,406,0,48,0,2,0,12607,5326,7281,0,0,0,0.5775362893630522,0.5775362893630522,0.0,0.0,0.0,0,0
1961.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1961.xlsx,1961-07.06-31.12.61,1073,269,0,82,0,13,1,40973,36655,4318,0,0,0,0.10538647401947623,0.10538647401947623,0.0,0.0,0.0,0,0
19610606_Auszug_GV.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19610606_Auszug_GV.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
19610606_Auszug_GV.xlsx,Gemeindeverbandsdaten,12339,2413,0,893,0,13,3,475040,426670,48233,0,0,137,0.10182300437857865,0.10153460761199057,0.0,0.0,0.00028839676658807677,0,0
19610606_Auszug_GV.xlsx,Gemeindedaten,311872,27378,0,25328,0,14,1,13279700,12684343,595357,0,0,0,0.044832112171208686,0.044832112171208686,0.0,0.0,0.0,0,0
19610606_Auszug_GV.xlsx,Inhalt,64,36,0,43,0,6,1,8263,7814,449,0,0,0,0.05433861793537456,0.05433861793537456,0.0,0.0,0.0,0,0
1962.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1962.xlsx,1962,2659,393,0,204,0,11,1,104113,98118,5995,0,0,0,0.057581666074361514,0.057581666074361514,0.0,0.0,0.0,0,0
1962.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1963.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1963.xlsx,1963,4427,745,0,340,0,11,1,171829,160295,11534,0,0,0,0.06712487414813564,0.06712487414813564,0.0,0.0,0.0,0,0
1963.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1964.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1964.xlsx,1964,3322,447,0,255,0,11,1,131256,124665,6591,0,0,0,0.05021484732126531,0.05021484732126531,0.0,0.0,0.0,0,0
1964.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1965.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1965.xlsx,1965,2113,351,0,162,0,11,1,81896,76360,5536,0,0,0,0.06759792908078538,0.06759792908078538,0.0,0.0,0.0,0,0
1965.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1966.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1966.xlsx,1966,3205,425,0,246,0,11,1,126460,120124,6336,0,0,0,0.05010279930412779,0.05010279930412779,0.0,0.0,0.0,0,0
1966.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1967.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1967.xlsx,1967,2555,350,0,196,0,11,1,100536,95181,5355,0,0,0,0.053264502267844356,0.053264502267844356,0.0,0.0,0.0,0,0
1967.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1968.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1968.xlsx,1968,22978,5989,0,1767,0,11,1,907305,811446,95859,0,0,0,0.10565245424636699,0.10565245424636699,0.0,0.0,0.0,0,0
1968.xlsx,Deckblatt,422,406,0,48,0,2,0,12603,5322,7281,0,0,0,0.577719590573673,0.577719590573673,0.0,0.0,0.0,0,0
1969.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1969.xlsx,1969,54332,12777,0,4189,0,11,1,2204550,2000858,203692,0,0,0,0.09239618062643169,0.09239618062643169,0.0,0.0,0.0,0,0
1969.xlsx,Deckblatt,422,406,0,48,0,2,0,12607,5326,7281,0,0,0,0.5775362893630522,0.5775362893630522,0.0,0.0,0.0,0,0
1970.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970.xlsx,1970-02.01.-27.05.,18506,5449,0,1423,0,11,1,730166,642750,87416,0,0,0,0.11972072104151658,0.11972072104151658,0.0,0.0,0.0,0,0
1970.xlsx,1970,48133,2575,0,3702,0,11,1,1945140,1906945,38195,0,0,0,0.019636118736954665,0.019636118736954665,0.0,0.0,0.0,0,0
1970.xlsx,1970-01.01.,20118,2027,0,1547,0,11,1,804803,773864,30939,0,0,0,0.03844294815004417,0.03844294815004417,0.0,0.0,0.0,0,0
1970.xlsx,Deckblatt,422,406,0,48,0,2,0,12607,5326,7281,0,0,0,0.5775362893630522,0.5775362893630522,0.0,0.0,0.0,0,0
1970.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1970.xlsx,1970-28.05-31.12.,9978,606,0,767,0,12,0,400565,392302,8263,0,0,0,0.020628362438056245,0.020628362438056245,0.0,0.0,0.0,0,0
19700527_Auszug_GV.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19700527_Auszug_GV.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
19700527_Auszug_GV.xlsx,Gemeindeverbandsdaten,11196,850,0,933,0,12,2,461781,444360,17348,0,0,73,0.03772567515770463,0.03756759156396647,0.0,0.0,0.00015808359373815727,0,0
19700527_Auszug_GV.xlsx,Gemeindedaten,264952,8744,0,23837,1170,13,0,11349271,11069927,219674,0,59670,0,0.024613387062481812,0.019355780648818766,0.0,0.005257606413663045,0.0,0,0
19700527_Auszug_GV.xlsx,Inhalt,65,36,0,43,0,6,1,8342,7894,448,0,0,0,0.05370414768640614,0.05370414768640614,0.0,0.0,0.0,0,0
1971.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971.xlsx,1971-02.01-31.12.,30600,2540,0,2358,0,14,2,1273226,1241349,31796,0,0,81,0.025036403592135253,0.0249727856641319,0.0,0.0,6.361792800335526e-05,0,0
1971.xlsx,1971-01.01.,4622,507,0,355,0,12,0,187184,179920,7264,0,0,0,0.03880673561842893,0.03880673561842893,0.0,0.0,0.0,0,0
1971.xlsx,1971,35042,2929,0,2695,0,13,1,1458184,1420703,37481,0,0,0,0.025703889221113385,0.025703889221113385,0.0,0.0,0.0,0,0
1971.xlsx,Deckblatt,422,406,0,48,0,2,0,12231,5314,6917,0,0,0,0.5655302101218216,0.5655302101218216,0.0,0.0,0.0,0,0
1971.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1972.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1972.xlsx,1972,125902,27012,0,9691,0,13,1,5184619,4763720,420899,0,0,0,0.0811822430925011,0.0811822430925011,0.0,0.0,0.0,0,0
1972.xlsx,Deckblatt,422,406,0,48,0,2,0,12233,5316,6917,0,0,0,0.5654377503474209,0.5654377503474209,0.0,0.0,0.0,0,0
1973.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1973.xlsx,1973,45936,436,0,3533,1,13,1,1854119,1847205,6840,0,74,0,0.0037289947408985077,0.0036890836025087925,0.0,3.991113838971501e-05,0.0,0,0
1973.xlsx,Deckblatt,422,406,0,48,0,2,0,12231,5314,6917,0,0,0,0.5655302101218216,0.5655302101218216,0.0,0.0,0.0,0,0
1974.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1974.xlsx,1974,51352,7782,0,3770,1,14,2,2086486,1963669,122685,0,51,81,0.058863083672739715,0.05879981940928432,0.0,2.4443010880494764e-05,3.882125257490345e-05,0,0
1974.xlsx,Deckblatt,422,406,0,48,0,2,0,12230,5313,6917,0,0,0,0.5655764513491415,0.5655764513491415,0.0,0.0,0.0,0,0
1975.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975.xlsx,1975_0201-3112,4599,2699,0,167,0,13,0,137487,82864,54623,0,0,0,0.397295744324918,0.397295744324918,0.0,0.0,0.0,0,0
1975.xlsx,1975-0101,29526,6764,0,2078,1,5,0,1164076,1051330,112672,0,74,0,0.09685450090887536,0.09679093117631495,0.0,6.356973256041702e-05,0.0,0,0
1975.xlsx,1975_0101-3112,31524,6946,0,2226,1,5,0,1245851,1130541,115236,0,74,0,0.0925552092505444,0.09249581209952074,0.0,5.939715102367779e-05,0.0,0,0
1975.xlsx,Deckblatt,422,406,0,48,0,2,0,12231,5314,6917,0,0,0,0.5655302101218216,0.5655302101218216,0.0,0.0,0.0,0,0
1975.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1976.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1976.xlsx,1976,7268,2919,0,378,0,13,1,246914,189553,57361,0,0,0,0.2323116550701864,0.2323116550701864,0.0,0.0,0.0,0,0
1976.xlsx,Deckblatt,422,406,0,48,0,2,0,12230,5313,6917,0,0,0,0.5655764513491415,0.5655764513491415,0.0,0.0,0.0,0,0
1977.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
1977.xlsx,1977,29560,7785,0,1971,188,12,0,1072421,904873,158139,0,9409,0,0.15623341952460834,0.1474598128906465,0.0,0.00877360663396185,0.0,0,0
1977.xlsx,Deckblatt,422,406,0,48,0,2,0,12228,5311,6917,0,0,0,0.5656689564932941,0.5656689564932941,0.0,0.0,0.0,0,0
1978.xlsx,Workbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978.xlsx,Erläuterungen,0,0,0,0,0,0,0,1030,1030,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
