file,sheet,python_original_bytes,python_cleaned_bytes,python_reduction_bytes,input_file,sheet_file,long_original_bytes,long_cleaned_bytes,long_cause_removed_bytes,long_cause_added_bytes,long_reduction_bytes,_merge,reduction_delta_bytes,analyzer_extra_reduction_bytes,rust_extra_reduction_bytes,abs_reduction_delta_bytes,original_delta_bytes,cleaned_delta_bytes,same_reduction_bytes
statistischer-bericht-ugr-ueberblick-5850026249005.xlsx,Impressum,4909,3789,1120,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-ugr-ueberblick-5850026249005.xlsx,xl/worksheets/sheet4.xml,4909,4061,843,0,848,both,-272,272,-272,272,0,272,False
statistischer-bericht-verwaltungsgerichte-2100240227005.xlsx,Titel,7139,4853,2286,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-verwaltungsgerichte-2100240227005.xlsx,xl/worksheets/sheet1.xml,7139,5125,2018,0,2014,both,-272,272,-272,272,0,272,False
sozial-schwerbehinderte-kb-5227101219005.xlsx,4.2 Zeitreihe Art-FB,54980,28320,26660,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\sozial-schwerbehinderte-kb-5227101219005.xlsx,xl/worksheets/sheet18.xml,54998,28609,26924,0,26389,both,-271,271,-271,271,18,289,False
statistischer-bericht-beschluesse-ehesachen-5126301227005.xlsx,12631-06,64914,60531,4383,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-beschluesse-ehesachen-5126301227005.xlsx,xl/worksheets/sheet11.xml,64932,60820,4530,0,4112,both,-271,271,-271,271,18,289,False
statistischer-bericht-beschluesse-ehesachen-5126301237005.xlsx,12631-06,67133,62072,5061,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-beschluesse-ehesachen-5126301237005.xlsx,xl/worksheets/sheet11.xml,67133,62343,5208,0,4790,both,-271,271,-271,271,0,271,False
machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,4.2.a,19321,10908,8413,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,xl/worksheets/sheet20.xml,19339,11196,13311,0,8143,both,-270,270,-270,270,18,288,False
machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,4.2.b,19288,10875,8413,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,xl/worksheets/sheet21.xml,19306,11163,13311,0,8143,both,-270,270,-270,270,18,288,False
statistischer-bericht-erfolgsquoten-5213001227005.xlsx,Impressum,4760,3623,1137,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-erfolgsquoten-5213001227005.xlsx,xl/worksheets/sheet4.xml,4760,3893,862,0,867,both,-270,270,-270,270,0,270,False
statistischer-bericht-monatliche-todesursachenstatistik-5232102.xlsx,Impressum,4782,3645,1137,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-monatliche-todesursachenstatistik-5232102.xlsx,xl/worksheets/sheet4.xml,4782,3915,862,0,867,both,-270,270,-270,270,0,270,False
statistischer-bericht-strafgerichte-2100230227005.xlsx,Impressum,4787,3650,1137,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-strafgerichte-2100230227005.xlsx,xl/worksheets/sheet4.xml,4787,3920,862,0,867,both,-270,270,-270,270,0,270,False
statistischer-bericht-strafgerichte-2100230237005.xlsx,Impressum,4787,3650,1137,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-strafgerichte-2100230237005.xlsx,xl/worksheets/sheet4.xml,4787,3920,862,0,867,both,-270,270,-270,270,0,270,False
statistischer-bericht-ugr-energiegesamtrechnung-5850014227005.xlsx,Impressum,4761,3624,1137,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-ugr-energiegesamtrechnung-5850014227005.xlsx,xl/worksheets/sheet4.xml,4761,3894,862,0,867,both,-270,270,-270,270,0,270,False
statistischer-bericht-zivilgerichte-2100210237005.xlsx,Titel,7011,4824,2187,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-zivilgerichte-2100210237005.xlsx,xl/worksheets/sheet1.xml,7011,5094,1921,0,1917,both,-270,270,-270,270,0,270,False
tabellenband_bildungsindikatoren_laendervergleich.xlsx,Tab_D2-1,11275,10851,424,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\tabellenband_bildungsindikatoren_laendervergleich.xlsx,xl/worksheets/sheet50.xml,11293,11139,154,0,154,both,-270,270,-270,270,18,288,False
weinbestaende-2030323227005.xlsx,Tab.1.2,23569,18096,5473,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\weinbestaende-2030323227005.xlsx,xl/worksheets/sheet5.xml,23588,18385,5376,0,5203,both,-270,270,-270,270,19,289,False
haushalte-familien-gesundheit-tabellenanhang-5122120059005.xlsx,Tab_28 (1_2),32538,22771,9767,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\haushalte-familien-gesundheit-tabellenanhang-5122120059005.xlsx,xl/worksheets/sheet109.xml,32556,23058,9493,0,9498,both,-269,269,-269,269,18,287,False
haushalte-familien-gesundheit-tabellenanhang-5122120059005.xlsx,Tab_28 (2_2),32522,22757,9765,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\haushalte-familien-gesundheit-tabellenanhang-5122120059005.xlsx,xl/worksheets/sheet110.xml,32540,23044,9491,0,9496,both,-269,269,-269,269,18,287,False
weiterbildung-unternehmen-5215201209005.xlsx,Inhalt,71037,36579,34458,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\weiterbildung-unternehmen-5215201209005.xlsx,xl/worksheets/sheet2.xml,71055,36866,35050,0,34189,both,-269,269,-269,269,18,287,False
feldfruechte-jahr-2030321227165.xlsx,8,80172,25196,54976,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\feldfruechte-jahr-2030321227165.xlsx,xl/worksheets/sheet23.xml,80190,25481,54739,0,54709,both,-267,267,-267,267,18,285,False
gewerbesteuer-2141020187005.xlsx,4.2,27191,22164,5027,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gewerbesteuer-2141020187005.xlsx,xl/worksheets/sheet25.xml,27209,22449,5215,0,4760,both,-267,267,-267,267,18,285,False
gewerbesteuer-2141020187005.xlsx,4.3,28038,22032,6006,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gewerbesteuer-2141020187005.xlsx,xl/worksheets/sheet26.xml,28056,22317,6194,0,5739,both,-267,267,-267,267,18,285,False
sozial-schwerbehinderte-kb-5227101219005.xlsx,3.1 Zeitreihe Alter- D,87478,16939,70539,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\sozial-schwerbehinderte-kb-5227101219005.xlsx,xl/worksheets/sheet13.xml,87496,17224,70285,0,70272,both,-267,267,-267,267,18,285,False
statistischer-bericht-strafgerichte-2100230227005.xlsx,24221-36,31196,26519,4677,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-strafgerichte-2100230227005.xlsx,xl/worksheets/sheet41.xml,31196,26786,5077,0,4410,both,-267,267,-267,267,0,267,False
statistischer-bericht-strafgerichte-2100230237005.xlsx,24221-36,30886,26209,4677,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-strafgerichte-2100230237005.xlsx,xl/worksheets/sheet41.xml,30886,26476,5077,0,4410,both,-267,267,-267,267,0,267,False
inlandsprodukt-revidiert-jahr-2189029919005.xlsx,3.4.4.2,40383,34631,5752,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\inlandsprodukt-revidiert-jahr-2189029919005.xlsx,xl/worksheets/sheet107.xml,40401,34915,5411,0,5486,both,-266,266,-266,266,18,284,False
kulturfinanzbericht-gesamtmaterial-1023003229005.xlsx,Tabelle 4.3-1,59213,26636,32577,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\kulturfinanzbericht-gesamtmaterial-1023003229005.xlsx,xl/worksheets/sheet15.xml,59231,26920,49637,0,32311,both,-266,266,-266,266,18,284,False
statistischer-bericht-berufliche-schulen-2110200237005.xlsx,Impressum,4136,3029,1107,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-berufliche-schulen-2110200237005.xlsx,xl/worksheets/sheet4.xml,4154,3313,836,0,841,both,-266,266,-266,266,18,284,False
statistischer-bericht-staatsanwaltschaften-2100260227005.xlsx,Titel,6967,4786,2181,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-staatsanwaltschaften-2100260227005.xlsx,xl/worksheets/sheet1.xml,6985,5070,1919,0,1915,both,-266,266,-266,266,18,284,False
statistischer-bericht-staatsanwaltschaften-2100260237005.xlsx,Titel,6982,4801,2181,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-staatsanwaltschaften-2100260237005.xlsx,xl/worksheets/sheet1.xml,6982,5067,1919,0,1915,both,-266,266,-266,266,0,266,False
statistischer-bericht-zivilgerichte-2100210227005.xlsx,Titel,6682,4501,2181,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-zivilgerichte-2100210227005.xlsx,xl/worksheets/sheet1.xml,6700,4785,1919,0,1915,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,Tab 4.2.2,103758,89895,13863,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,xl/worksheets/sheet67.xml,103776,90179,13597,0,13597,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,Tab 4.3.1,93363,89736,3627,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,xl/worksheets/sheet68.xml,93381,90020,3361,0,3361,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,Tab 4.3.2,102340,89868,12472,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,xl/worksheets/sheet69.xml,102358,90152,12206,0,12206,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,Tab 4.4.1,90381,87222,3159,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,xl/worksheets/sheet70.xml,90399,87506,2893,0,2893,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,Tab 4.4.2,98471,86714,11757,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,xl/worksheets/sheet71.xml,98489,86998,11491,0,11491,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,Tab 4.5.2,98368,86986,11382,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,xl/worksheets/sheet73.xml,98386,87270,11116,0,11116,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,Tab 4.6,88586,85526,3060,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,xl/worksheets/sheet74.xml,88604,85810,2794,0,2794,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,Tab 4.2.2,103479,89730,13749,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,xl/worksheets/sheet67.xml,103497,90014,13483,0,13483,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,Tab 4.3.1,93111,89463,3648,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,xl/worksheets/sheet68.xml,93129,89747,3382,0,3382,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,Tab 4.3.2,102035,89577,12458,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,xl/worksheets/sheet69.xml,102053,89861,12192,0,12192,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,Tab 4.4.1,90306,87147,3159,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,xl/worksheets/sheet70.xml,90324,87431,2893,0,2893,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,Tab 4.4.2,98313,86565,11748,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,xl/worksheets/sheet71.xml,98331,86849,11482,0,11482,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,Tab 4.5.2,98208,86830,11378,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,xl/worksheets/sheet73.xml,98226,87114,11112,0,11112,both,-266,266,-266,266,18,284,False
zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,Tab 4.6,88398,85338,3060,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,xl/worksheets/sheet74.xml,88416,85622,2794,0,2794,both,-266,266,-266,266,18,284,False
bildungsindikatoren-1023017217005.xlsx,Tab_D2-1,10997,10579,418,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\bildungsindikatoren-1023017217005.xlsx,xl/worksheets/sheet38.xml,11015,10862,153,0,153,both,-265,265,-265,265,18,283,False
bildungsindikatoren-1023017227005.xlsx,Tab_D2-2,10500,10082,418,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\bildungsindikatoren-1023017227005.xlsx,xl/worksheets/sheet46.xml,10518,10365,153,0,153,both,-265,265,-265,265,18,283,False
gefluegel-2030423187005.xlsx,4.3,102914,90003,12911,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gefluegel-2030423187005.xlsx,xl/worksheets/sheet19.xml,102932,90285,14659,0,12647,both,-264,264,-264,264,18,282,False
duengemittelversorgung-jahr-2040820217005.xlsx,Inhalt,35074,9130,25944,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\duengemittelversorgung-jahr-2040820217005.xlsx,xl/worksheets/sheet2.xml,35092,9411,25766,0,25681,both,-263,263,-263,263,18,281,False
indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,Erläuterungen,13035,6663,6372,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,xl/worksheets/sheet3.xml,13053,6944,6461,0,6109,both,-263,263,-263,263,18,281,False
machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,6.1.b,19706,10597,9109,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,xl/worksheets/sheet26.xml,19724,10878,14014,0,8846,both,-263,263,-263,263,18,281,False
statistischer-bericht-monatserhebung-tourismus-2060710241075.xlsx,45412-10,10487,9037,1450,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-monatserhebung-tourismus-2060710241075.xlsx,xl/worksheets/sheet15.xml,10487,9300,1187,0,1187,both,-263,263,-263,263,0,263,False
statistischer-bericht-monatserhebung-tourismus-2060710241075.xlsx,45412-11,13990,12540,1450,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-monatserhebung-tourismus-2060710241075.xlsx,xl/worksheets/sheet16.xml,13990,12803,1187,0,1187,both,-263,263,-263,263,0,263,False
statistischer-bericht-rechnungsergebnis-kernhaushalt-gemeinden-2140331217005.xlsx,Impressum,4298,3278,1020,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-rechnungsergebnis-kernhaushalt-gemeinden-2140331217005.xlsx,xl/worksheets/sheet4.xml,4316,3557,754,0,759,both,-261,261,-261,261,18,279,False
machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,7.1.a,14591,11674,2917,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,xl/worksheets/sheet28.xml,14609,11952,2657,0,2657,both,-260,260,-260,260,18,278,False
machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,7.1.b,20418,11806,8612,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,xl/worksheets/sheet29.xml,20436,12084,13520,0,8352,both,-260,260,-260,260,18,278,False
machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,7.2.b,13917,10684,3233,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,xl/worksheets/sheet31.xml,13935,10962,3277,0,2973,both,-260,260,-260,260,18,278,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.02,48955,15101,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet53.xml,48973,15378,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.03,48931,15077,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet54.xml,48949,15354,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.04,49632,15778,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet55.xml,49650,16055,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.05,48978,15124,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet56.xml,48996,15401,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.06,49732,15878,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet57.xml,49750,16155,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.07,49179,15325,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet58.xml,49197,15602,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.08,48976,15122,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet59.xml,48994,15399,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.09,49111,15257,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet60.xml,49129,15534,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.10,48971,15117,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet61.xml,48989,15394,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.11,48912,15058,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet62.xml,48930,15335,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.12,49061,15207,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet63.xml,49079,15484,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.13,49313,15459,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet64.xml,49331,15736,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.14,49036,15182,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet65.xml,49054,15459,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.15,49011,15157,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet66.xml,49029,15434,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.16,49075,15221,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet67.xml,49093,15498,33590,0,33595,both,-259,259,-259,259,18,277,False
anbau-gartenbaugewaechse-2030224169005.xlsx,1909.17,49011,15157,33854,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\anbau-gartenbaugewaechse-2030224169005.xlsx,xl/worksheets/sheet68.xml,49029,15434,33590,0,33595,both,-259,259,-259,259,18,277,False
kostenstruktur-aerzte-2020161199005.xlsx,11.3,341239,18084,323155,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\kostenstruktur-aerzte-2020161199005.xlsx,xl/worksheets/sheet53.xml,341257,18361,321546,0,322896,both,-259,259,-259,259,18,277,False
kostenstruktur-aerzte-2020161199005.xlsx,13.3,341446,18090,323356,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\kostenstruktur-aerzte-2020161199005.xlsx,xl/worksheets/sheet61.xml,341464,18367,321747,0,323097,both,-259,259,-259,259,18,277,False
kostenstruktur-aerzte-2020161199005.xlsx,9.3,346558,20378,326180,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\kostenstruktur-aerzte-2020161199005.xlsx,xl/worksheets/sheet45.xml,346576,20655,324571,0,325921,both,-259,259,-259,259,18,277,False
kostenstruktur-aerzte-2020161199005.xlsx,Q 11.3,341146,17825,323321,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\kostenstruktur-aerzte-2020161199005.xlsx,xl/worksheets/sheet199.xml,341164,18102,321712,0,323062,both,-259,259,-259,259,18,277,False
stallhaltung-weidehaltung-2032806109005.xlsx,1401-5,15576,14265,1311,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\stallhaltung-weidehaltung-2032806109005.xlsx,xl/worksheets/sheet12.xml,15594,14542,1180,0,1052,both,-259,259,-259,259,18,277,False
stallhaltung-weidehaltung-2032806109005.xlsx,1401-7,15297,14396,901,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\stallhaltung-weidehaltung-2032806109005.xlsx,xl/worksheets/sheet14.xml,15315,14672,850,0,643,both,-258,258,-258,258,18,276,False
zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,Tab 4.1.2,8058,5984,2074,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,xl/worksheets/sheet62.xml,8076,6260,1816,0,1816,both,-258,258,-258,258,18,276,False
zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,Tab 4.1.4,41704,40582,1122,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-endgueltig-2070100207005.xlsx,xl/worksheets/sheet65.xml,41722,40858,864,0,864,both,-258,258,-258,258,18,276,False
zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,Tab 4.1.2,7925,5864,2061,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,xl/worksheets/sheet62.xml,7943,6140,1803,0,1803,both,-258,258,-258,258,18,276,False
zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,Tab 4.1.4,41557,40435,1122,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\zusammenfassende-uebersichten-jahr-vorlaeufig-xlsx-2070100.xlsx,xl/worksheets/sheet65.xml,41575,40711,864,0,864,both,-258,258,-258,258,18,276,False
gewerbeanzeigen-2020500241045.xlsx,Tabelle_8,25031,21032,3999,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gewerbeanzeigen-2020500241045.xlsx,xl/worksheets/sheet19.xml,25031,21289,4249,0,3742,both,-257,257,-257,257,0,257,False
gewerbeanzeigen-2020500241055.xlsx,Tabelle_8,25047,21048,3999,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gewerbeanzeigen-2020500241055.xlsx,xl/worksheets/sheet19.xml,25047,21305,4249,0,3742,both,-257,257,-257,257,0,257,False
machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,11.1.c,22271,13261,9010,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\machbarkeitsstudie-indikatoren-nachhaltigkeit-5911101159005.xlsx,xl/worksheets/sheet46.xml,22289,13536,12705,0,8753,both,-257,257,-257,257,18,275,False
pflege-deutschlandergebnisse-5224001219005.xlsx,Tabelle 3.7,29871,26302,3569,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\pflege-deutschlandergebnisse-5224001219005.xlsx,xl/worksheets/sheet22.xml,29889,26577,3312,0,3312,both,-257,257,-257,257,18,275,False
