file,sheet,python_original_bytes,python_cleaned_bytes,python_reduction_bytes,input_file,sheet_file,long_original_bytes,long_cleaned_bytes,long_cause_removed_bytes,long_cause_added_bytes,long_reduction_bytes,_merge,reduction_delta_bytes,analyzer_extra_reduction_bytes,rust_extra_reduction_bytes,abs_reduction_delta_bytes,original_delta_bytes,cleaned_delta_bytes,same_reduction_bytes
umsatzindex-veraenderungsrate.xlsx,um sb veraend vm,9129863,6422959,2706904,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\umsatzindex-veraenderungsrate.xlsx,xl/worksheets/sheet1.xml,9129881,8563163,566718,0,566718,both,-2140186,2140186,-2140186,2140186,18,2140204,False
31122017_Auszug_GV.xlsx,Onlineprodukt_Gemeinden_311217,14206757,12675365,1531392,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122017_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,14206776,14043642,163153,0,163134,both,-1368258,1368258,-1368258,1368258,19,1368277,False
auftragseingangsindex-wert.xlsx,AE VOLUMENINDEX SAISONBER X12 ,4715013,3618398,1096615,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\auftragseingangsindex-wert.xlsx,xl/worksheets/sheet1.xml,4715031,4714993,38,0,38,both,-1096577,1096577,-1096577,1096577,18,1096595,False
auftragseingangsindex-veraenderungsrate.xlsx,ae_sb veränd. in % zum vz,4578685,3532993,1045692,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\auftragseingangsindex-veraenderungsrate.xlsx,xl/worksheets/sheet1.xml,4578703,4578647,56,0,56,both,-1045636,1045636,-1045636,1045636,18,1045654,False
20110509_Auszug_GV.xlsx,Gemeindedaten,9196101,8150121,1045980,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\20110509_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,9196120,8965694,230421,0,230426,both,-815554,815554,-815554,815554,19,815573,False
eigentums-pachtverhaeltnisse-2030216209005.xlsx,0405,1931800,1044015,887785,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\eigentums-pachtverhaeltnisse-2030216209005.xlsx,xl/worksheets/sheet8.xml,1931818,1754358,177460,0,177460,both,-710325,710325,-710325,710325,18,710343,False
eigentums-pachtverhaeltnisse-2030216209005.xlsx,0403,1921096,1042861,878235,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\eigentums-pachtverhaeltnisse-2030216209005.xlsx,xl/worksheets/sheet6.xml,1921114,1749447,171667,0,171667,both,-706568,706568,-706568,706568,18,706586,False
31122013_Auszug_GV.xlsx,Gemeindedaten,13996654,12143513,1853141,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122013_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,13996673,12804846,1363251,0,1191827,both,-661314,661314,-661314,661314,19,661333,False
31122014_Auszug_GV.xlsx,Onlineprodukt_Gemeinden_311214,13996747,12694270,1302477,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122014_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,13996767,13354920,641847,0,641847,both,-660630,660630,-660630,660630,20,660650,False
melde-warennummern-3200220199015.xlsx,GP2019 WA2019,4107725,3676330,431395,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\melde-warennummern-3200220199015.xlsx,xl/worksheets/sheet3.xml,4107743,4107675,68,0,68,both,-431327,431327,-431327,431327,18,431345,False
31122008_Auszug_GV.xlsx,Gemeindedaten,9354714,8829167,525547,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122008_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,9354733,9232122,122611,0,122611,both,-402936,402936,-402936,402936,19,402955,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 1996-2005,424403,31946,392457,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet22.xml,424421,424221,200,0,200,both,-392257,392257,-392257,392257,18,392275,False
eigentums-pachtverhaeltnisse-2030216209005.xlsx,0404,1036756,557315,479441,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\eigentums-pachtverhaeltnisse-2030216209005.xlsx,xl/worksheets/sheet7.xml,1036774,924622,112550,0,112152,both,-367289,367289,-367289,367289,18,367307,False
31121987_Auszug_GV.xlsx,Gemeindedaten,5514681,5052336,462345,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31121987_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,5514699,5417538,97323,0,97161,both,-365184,365184,-365184,365184,18,365202,False
gp-2009-umsteiger-kn-2018.xlsx,GP2009 WA2018,4749711,4430872,318839,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gp-2009-umsteiger-kn-2018.xlsx,xl/worksheets/sheet3.xml,4749729,4749447,436,0,282,both,-318557,318557,-318557,318557,18,318575,False
31122003_Auszug_GV.xlsx,Gemeindedaten,16485563,8317526,8168037,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122003_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,16485581,8621647,7863934,0,7863934,both,-304103,304103,-304103,304103,18,304121,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2016,323302,30861,292441,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet16.xml,323320,323320,0,0,0,both,-292441,292441,-292441,292441,18,292459,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2017,323877,31501,292376,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet17.xml,323895,323895,0,0,0,both,-292376,292376,-292376,292376,18,292394,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2018,323136,30794,292342,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet18.xml,323154,323154,0,0,0,both,-292342,292342,-292342,292342,18,292360,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2019,323117,30775,292342,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet19.xml,323135,323135,0,0,0,both,-292342,292342,-292342,292342,18,292360,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2020,323250,30908,292342,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet20.xml,323268,323268,0,0,0,both,-292342,292342,-292342,292342,18,292360,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2014,323199,30860,292339,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet14.xml,323217,323217,0,0,0,both,-292339,292339,-292339,292339,18,292357,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2015,323197,30858,292339,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet15.xml,323215,323215,0,0,0,both,-292339,292339,-292339,292339,18,292357,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2013,323184,30849,292335,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet13.xml,323202,323202,0,0,0,both,-292335,292335,-292335,292335,18,292353,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2011,321213,30537,290676,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet11.xml,321231,321231,0,0,0,both,-290676,290676,-290676,290676,18,290694,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2009,321234,30863,290371,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet9.xml,321252,321252,0,0,0,both,-290371,290371,-290371,290371,18,290389,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2007,320799,30453,290346,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet7.xml,320817,320817,0,0,0,both,-290346,290346,-290346,290346,18,290364,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2012,320789,30507,290282,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet12.xml,320807,320807,0,0,0,both,-290282,290282,-290282,290282,18,290300,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2008,320849,30803,290046,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet8.xml,320867,320867,0,0,0,both,-290046,290046,-290046,290046,18,290064,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2010,320355,30432,289923,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet10.xml,320373,320373,0,0,0,both,-289923,289923,-289923,289923,18,289941,False
abfallbilanz-xlsx-5321001.xlsx,Abfallbilanz 2006,318417,30180,288237,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\abfallbilanz-xlsx-5321001.xlsx,xl/worksheets/sheet6.xml,318435,318435,0,0,0,both,-288237,288237,-288237,288237,18,288255,False
studierende-hochschulen-vorb-2110410238005.xlsx,Tab 2.2,959068,715467,243601,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\studierende-hochschulen-vorb-2110410238005.xlsx,xl/worksheets/sheet13.xml,959086,935512,22074,0,23574,both,-220027,220027,-220027,220027,18,220045,False
31122001_Auszug_GV.xlsx,Gemeindedaten,9530023,8816539,713484,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122001_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,9530041,9036164,493877,0,493877,both,-219607,219607,-219607,219607,18,219625,False
AuszugGV1QAktuell.xlsx,Onlineprodukt_Gemeinden31032024,11591342,11247277,344065,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\AuszugGV1QAktuell.xlsx,xl/worksheets/sheet2.xml,11591361,11460945,130658,0,130416,both,-213649,213649,-213649,213649,19,213668,False
31122012_Auszug_GV.xlsx,Gemeindedaten,12780471,11897393,883078,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122012_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,12780490,12110512,669978,0,669978,both,-213100,213100,-213100,213100,19,213119,False
rechnungsergebnis-soziale-sicherung-2140350117005.xlsx,2_1,3598755,3415871,182884,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\rechnungsergebnis-soziale-sicherung-2140350117005.xlsx,xl/worksheets/sheet12.xml,3598773,3595571,3192,0,3202,both,-179682,179682,-179682,179682,18,179700,False
konsumausgaben-xlsx-5811109.xlsx,2.16,654083,433910,220173,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\konsumausgaben-xlsx-5811109.xlsx,xl/worksheets/sheet28.xml,654101,596526,57570,0,57575,both,-162598,162598,-162598,162598,18,162616,False
31122000_Auszug_GV.xlsx,Gemeindedaten,9432795,9013225,419570,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122000_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,9432813,9172078,260735,0,260735,both,-158835,158835,-158835,158835,18,158853,False
31122004_Auszug_GV.xlsx,Gemeindedaten,8375991,8184885,191106,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122004_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,8376009,8318177,57832,0,57832,both,-133274,133274,-133274,133274,18,133292,False
indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,1.2.1,385757,245763,139994,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,xl/worksheets/sheet6.xml,385777,377235,10680,0,8542,both,-131452,131452,-131452,131452,20,131472,False
indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,1.3.1,388059,248107,139952,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,xl/worksheets/sheet8.xml,388079,379536,10660,0,8543,both,-131409,131409,-131409,131409,20,131429,False
personal-hochschulen-2110440217005.xlsx,TAB-07,497175,395034,102141,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\personal-hochschulen-2110440217005.xlsx,xl/worksheets/sheet22.xml,497193,496850,343,0,343,both,-101798,101798,-101798,101798,18,101816,False
luftverkehr-2080600231035.xlsx,IATA,1210391,1110221,100170,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\luftverkehr-2080600231035.xlsx,xl/worksheets/sheet32.xml,1210409,1209028,1346,0,1381,both,-98789,98789,-98789,98789,18,98807,False
luftverkehr-ausgewaehlte-flugplaetze-2080610227005.xlsx,IATA,1209432,1109320,100112,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\luftverkehr-ausgewaehlte-flugplaetze-2080610227005.xlsx,xl/worksheets/sheet32.xml,1209450,1206999,2391,0,2451,both,-97661,97661,-97661,97661,18,97679,False
luftverkehr-alle-flugplaetze-2080620197005.xlsx,IATA,1215477,1118203,97274,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\luftverkehr-alle-flugplaetze-2080620197005.xlsx,xl/worksheets/sheet39.xml,1215495,1213638,1852,0,1857,both,-95417,95417,-95417,95417,18,95435,False
produktionsdaten-monat-5421201231025.xlsx,2023_01,467432,192945,274487,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\produktionsdaten-monat-5421201231025.xlsx,xl/worksheets/sheet4.xml,467454,286076,181390,0,181378,both,-93109,93109,-93109,93109,22,93131,False
produktionsdaten-monat-5421201231025.xlsx,2023_02,467479,192992,274487,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\produktionsdaten-monat-5421201231025.xlsx,xl/worksheets/sheet5.xml,467501,286123,181390,0,181378,both,-93109,93109,-93109,93109,22,93131,False
31122002_Auszug_GV.xlsx,Gemeindedaten,9525756,8645922,879834,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122002_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,9525774,8738305,787469,0,787469,both,-92365,92365,-92365,92365,18,92383,False
statistischer-bericht-rechtsform-erwerbscharakter-2030215239005.xlsx,41121-0501.1,1219559,1122651,96908,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-rechtsform-erwerbscharakter-2030215239005.xlsx,xl/worksheets/sheet6.xml,1219577,1211010,8567,0,8567,both,-88341,88341,-88341,88341,18,88359,False
statistischer-bericht-rechtsform-erwerbscharakter-2030215239005.xlsx,41121-0501.3,1112522,1015979,96543,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-rechtsform-erwerbscharakter-2030215239005.xlsx,xl/worksheets/sheet7.xml,1112540,1103998,8542,0,8542,both,-88001,88001,-88001,88001,18,88019,False
ausfuhrpreise-lange-reihen-xlsx-5614201.xlsx,Inhalt,375781,90956,284825,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\ausfuhrpreise-lange-reihen-xlsx-5614201.xlsx,xl/worksheets/sheet2.xml,375799,178145,197519,0,197654,both,-87171,87171,-87171,87171,18,87189,False
bauwirtschaft-1020210221125.xlsx,9_1,279868,75775,204093,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\bauwirtschaft-1020210221125.xlsx,xl/worksheets/sheet79.xml,279886,162695,117191,0,117191,both,-86902,86902,-86902,86902,18,86920,False
gartenbauerhebung-2032001059005.xlsx,GU2_1,185366,76087,109279,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gartenbauerhebung-2032001059005.xlsx,xl/worksheets/sheet8.xml,185384,162358,26615,0,23026,both,-86253,86253,-86253,86253,18,86271,False
gartenbauerhebung-2032001059005.xlsx,GU1_1,180487,79449,101038,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gartenbauerhebung-2032001059005.xlsx,xl/worksheets/sheet5.xml,180505,164834,15763,0,15671,both,-85367,85367,-85367,85367,18,85385,False
31121955_Auszug_GV.xlsx,Gemeindedaten,11719718,10428338,1291380,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31121955_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,11719737,10513359,1206485,0,1206378,both,-85002,85002,-85002,85002,19,85021,False
bauwirtschaft-1020210221125.xlsx,9_2,242148,74474,167674,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\bauwirtschaft-1020210221125.xlsx,xl/worksheets/sheet80.xml,242166,158193,83968,0,83973,both,-83701,83701,-83701,83701,18,83719,False
studierende-hochschulen-vorb-2110410238005.xlsx,Tab 2.1,548652,464290,84362,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\studierende-hochschulen-vorb-2110410238005.xlsx,xl/worksheets/sheet12.xml,548670,547261,1409,0,1409,both,-82953,82953,-82953,82953,18,82971,False
bevoelkerungsbewegung-2010110157005.xlsx,3.7,141920,12687,129233,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\bevoelkerungsbewegung-2010110157005.xlsx,xl/worksheets/sheet61.xml,141938,91743,50029,0,50195,both,-79038,79038,-79038,79038,18,79056,False
personal-hochschulen-2110440217005.xlsx,TAB-08,579024,382243,196781,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\personal-hochschulen-2110440217005.xlsx,xl/worksheets/sheet23.xml,579042,461251,117756,0,117791,both,-78990,78990,-78990,78990,18,79008,False
indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,3.3.1,551063,445177,105886,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,xl/worksheets/sheet20.xml,551083,523710,29511,0,27373,both,-78513,78513,-78513,78513,20,78533,False
gartenbauerhebung-2032001059005.xlsx,GU1_2,170334,79269,91065,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gartenbauerhebung-2032001059005.xlsx,xl/worksheets/sheet6.xml,170352,157578,12774,0,12774,both,-78291,78291,-78291,78291,18,78309,False
gartenbauerhebung-2032001059005.xlsx,GU2_2,164195,73855,90340,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gartenbauerhebung-2032001059005.xlsx,xl/worksheets/sheet9.xml,164213,151821,14993,0,12392,both,-77948,77948,-77948,77948,18,77966,False
sonderauswertung-kse-bau.xlsx,10 Ausgewählte Kosten,326004,214780,111224,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\sonderauswertung-kse-bau.xlsx,xl/worksheets/sheet13.xml,326022,284235,41772,0,41787,both,-69437,69437,-69437,69437,18,69455,False
private-schulen-2110110217005.xlsx,Schulartengliederung_B,152247,79840,72407,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\private-schulen-2110110217005.xlsx,xl/worksheets/sheet28.xml,152265,149263,3627,0,3002,both,-69405,69405,-69405,69405,18,69423,False
berufliche-schulen-2110200217005.xlsx,Schulartengliederung,151679,82992,68687,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\berufliche-schulen-2110200217005.xlsx,xl/worksheets/sheet65.xml,151700,148478,3378,0,3222,both,-65465,65465,-65465,65465,21,65486,False
gartenbauerhebung-2032001059005.xlsx,GU1_3,146382,70013,76369,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gartenbauerhebung-2032001059005.xlsx,xl/worksheets/sheet7.xml,146400,134764,11788,0,11636,both,-64733,64733,-64733,64733,18,64751,False
gartenbauerhebung-2032001059005.xlsx,GU2_3,153489,66831,86658,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\gartenbauerhebung-2032001059005.xlsx,xl/worksheets/sheet10.xml,153507,129637,38142,0,23870,both,-62788,62788,-62788,62788,18,62806,False
betriebe-weinbau-2030223209005.xlsx,1005,726829,87609,639220,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\betriebe-weinbau-2030223209005.xlsx,xl/worksheets/sheet14.xml,726847,146021,925309,0,580826,both,-58394,58394,-58394,58394,18,58412,False
31122005_Auszug_GV.xlsx,Gemeindedaten,8333553,8095152,238401,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\31122005_Auszug_GV.xlsx,xl/worksheets/sheet2.xml,8333571,8151492,182079,0,182079,both,-56322,56322,-56322,56322,18,56340,False
arbeitskraefte-2032802109005.xlsx,0608.3,967683,739088,228595,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\arbeitskraefte-2032802109005.xlsx,xl/worksheets/sheet20.xml,967701,794966,194646,0,172735,both,-55860,55860,-55860,55860,18,55878,False
arbeitskraefte-2030218209005.xlsx,0610R,857714,658514,199200,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\arbeitskraefte-2030218209005.xlsx,xl/worksheets/sheet13.xml,857732,711770,145962,0,145962,both,-53238,53238,-53238,53238,18,53256,False
einkommenskombinationen-2030217209005.xlsx,0610R,860147,660947,199200,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\einkommenskombinationen-2030217209005.xlsx,xl/worksheets/sheet8.xml,860165,714203,145962,0,145962,both,-53238,53238,-53238,53238,18,53256,False
indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,3.2.1,553774,443904,109870,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,xl/worksheets/sheet18.xml,553794,493538,62394,0,60256,both,-49614,49614,-49614,49614,20,49634,False
einkommenskombinationen-2030217209005.xlsx,0701R,1175319,847450,327869,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\einkommenskombinationen-2030217209005.xlsx,xl/worksheets/sheet5.xml,1175337,896506,280446,0,278831,both,-49038,49038,-49038,49038,18,49056,False
personal-hochschulen-2110440217005.xlsx,TAB-26,211551,145309,66242,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\personal-hochschulen-2110440217005.xlsx,xl/worksheets/sheet41.xml,211569,193004,18565,0,18565,both,-47677,47677,-47677,47677,18,47695,False
indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,3.1.1,848123,450255,397868,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\indizes-verdienste-lange-reihe-xlsx-2160220.xlsx,xl/worksheets/sheet16.xml,848143,497848,357013,0,350295,both,-47573,47573,-47573,47573,20,47593,False
eigentums-pachtverhaeltnisse-2032803109005.xlsx,0402T,2120910,1931760,189150,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\eigentums-pachtverhaeltnisse-2032803109005.xlsx,xl/worksheets/sheet5.xml,2120928,1979043,153985,0,141885,both,-47265,47265,-47265,47265,18,47283,False
rechnungsergebnis-soziale-sicherung-2140350117005.xlsx,2_2,8545597,7982324,563273,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\rechnungsergebnis-soziale-sicherung-2140350117005.xlsx,xl/worksheets/sheet13.xml,8545615,8029016,516606,0,516599,both,-46674,46674,-46674,46674,18,46692,False
bodenflaechennutzung-2030510217005.xlsx,3.4,442909,263172,179737,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\bodenflaechennutzung-2030510217005.xlsx,xl/worksheets/sheet18.xml,442927,307504,140733,0,135423,both,-44314,44314,-44314,44314,18,44332,False
bodenflaechennutzung-2030510217005.xlsx,5.4,403132,230889,172243,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\bodenflaechennutzung-2030510217005.xlsx,xl/worksheets/sheet28.xml,403150,272629,135091,0,130521,both,-41722,41722,-41722,41722,18,41740,False
studierende-hochschulen-vorb-2110410238005.xlsx,ZÜ 1-2,179479,137890,41589,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\studierende-hochschulen-vorb-2110410238005.xlsx,xl/worksheets/sheet7.xml,179497,178392,1100,0,1105,both,-40484,40484,-40484,40484,18,40502,False
energiesteuer-2140930217005.xlsx,Tab. 2.2,82597,31823,50774,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\energiesteuer-2140930217005.xlsx,xl/worksheets/sheet5.xml,82615,71879,10736,0,10736,both,-40038,40038,-40038,40038,18,40056,False
statistischer-bericht-einkommenskombinationen-2030217239005.xlsx,41121-0610,234673,195681,38992,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-einkommenskombinationen-2030217239005.xlsx,xl/worksheets/sheet7.xml,234673,234320,353,0,353,both,-38639,38639,-38639,38639,0,38639,False
statistischer-bericht-arbeitskraefte-2030218239005.xlsx,41121-0610,235354,195611,39743,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-arbeitskraefte-2030218239005.xlsx,xl/worksheets/sheet12.xml,235354,234079,1265,0,1275,both,-38468,38468,-38468,38468,0,38468,False
statistischer-bericht-finanzgerichte-2100250227005.xlsx,24261-03,2604968,30630,2574338,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-finanzgerichte-2100250227005.xlsx,xl/worksheets/sheet8.xml,2604986,68549,2536437,0,2536437,both,-37901,37901,-37901,37901,18,37919,False
statistischer-bericht-finanzgerichte-2100250237005.xlsx,24261-03,2539621,30844,2508777,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\statistischer-bericht-finanzgerichte-2100250237005.xlsx,xl/worksheets/sheet8.xml,2539639,68759,2470880,0,2470880,both,-37897,37897,-37897,37897,18,37915,False
bodenflaechennutzung-2030510217005.xlsx,2.4,490925,349531,141394,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\bodenflaechennutzung-2030510217005.xlsx,xl/worksheets/sheet13.xml,490943,385270,115363,0,105673,both,-35721,35721,-35721,35721,18,35739,False
studierende-hochschulen-vorb-2110410238005.xlsx,ZÜ 1-3,168965,132286,36679,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\studierende-hochschulen-vorb-2110410238005.xlsx,xl/worksheets/sheet8.xml,168983,167365,1583,0,1618,both,-35061,35061,-35061,35061,18,35079,False
studierende-hochschulen-vorb-2110410238005.xlsx,ZÜ 1-5,176834,138659,38175,R:\excel-shrink-paper\scripts\scrape_destatis_xlsx_files\downloaded\studierende-hochschulen-vorb-2110410238005.xlsx,xl/worksheets/sheet10.xml,176852,173702,3140,0,3150,both,-35025,35025,-35025,35025,18,35043,False
