File,Sheet,Total Rows,Removed Rows,Total Cells,Removed Cells,Removed Whitespaces,Total Columns,Removed Columns,Original Size,Cleaned Size,Size Reduction Factor
C:/Temp/excelshrinktest/downloaded\klassifikationen-wz-2003-umsteiger-xls.xlsx,Vorbemerkungen,0,0,0,0,0,0,0,1006,988,0.017892644135188866
C:/Temp/excelshrinktest/downloaded\klassifikationen-wz-2003-umsteiger-xls.xlsx,Deckblatt,27,14,107,94,0,2,0,5012,2537,0.4938148443735036
C:/Temp/excelshrinktest/downloaded\klassifikationen-wz-2003-xls.xlsx,Vorbemerkung,28,6,48,12,0,4,2,4343,3692,0.14989638498733596
C:/Temp/excelshrinktest/downloaded\klassifikationen-wz-2003-xls.xlsx,WZ2003-Gliederung,1885,0,6391,0,0,5,1,352888,352817,0.00020119698034503866
C:/Temp/excelshrinktest/downloaded\klassifikationen-wz-2003-xls.xlsx,Vorblatt,13,2,37,20,0,3,1,3040,2470,0.1875
C:/Temp/excelshrinktest/downloaded\klassifikationen-wz-2008-alpha-xls.xlsx,Tabelle für Stichwortkorrekture,34238,0,198485,0,0,7,0,8069309,8069291,2.230674274587824e-06
C:/Temp/excelshrinktest/downloaded\Klassifikationen-wz-2008-umsteiger-xls.xlsx,WZ 2008 - WZ 2003 (11.11.2008),1747,0,8735,1191,0,6,1,444466,397369,0.10596311078912672
C:/Temp/excelshrinktest/downloaded\Klassifikationen-wz-2008-umsteiger-xls.xlsx,WZ 2003 - WZ 2008 (11.11.2008,1747,0,8735,1191,0,6,1,443367,396261,0.10624606702799261
C:/Temp/excelshrinktest/downloaded\Klassifikationen-wz-2008-umsteiger-xls.xlsx,Vorbemerkung,2,2,2,2,0,1,1,1195,1010,0.15481171548117154
C:/Temp/excelshrinktest/downloaded\klassifikationen-wz-2008-xls.xlsx,WZ 2008 - Gliederung,1838,2,7351,846,381,5,1,365467,332973,0.0889109003001639
C:/Temp/excelshrinktest/downloaded\klassifikationen-wz-2008-xls.xlsx,Vorbemerkung,7,0,21,2,0,4,0,2412,2356,0.02321724709784411
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2008,88,3,4358,2890,0,13,0,123454,67915,0.4498760671991187
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,Methodische Erläuterungen,59,14,379,288,0,9,2,12179,5963,0.510386731258724
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2007,88,3,2392,924,0,12,0,84554,66997,0.20764245334342551
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,Deckblatt,63,51,505,485,1,5,1,13895,2695,0.8060453400503779
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2018,95,3,5364,1606,0,1618,1575,324100,179429,0.4463776612156742
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2019,95,4,5364,1607,0,1618,1575,324644,180490,0.44403716070526483
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2020,95,4,5364,1607,0,1618,1575,322488,177767,0.4487639850164967
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2017,94,3,4888,2790,0,1600,1576,260626,97316,0.6266067084634688
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2015,95,3,5144,3045,0,16,0,155950,96901,0.37864058993267075
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2009,88,3,4358,2890,0,12,0,123404,67865,0.4500583449482999
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2010,94,3,4766,3190,0,12,0,134060,72769,0.45719081008503654
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2016,94,3,4888,2790,0,16,0,150692,96743,0.3580083879701643
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2011,94,3,4771,3195,0,12,0,134203,72817,0.4574115332742189
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2013,94,3,4888,2790,0,16,0,150725,96776,0.35793000497594957
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2014,95,3,4889,2790,0,16,0,150829,96880,0.35768320415835153
C:/Temp/excelshrinktest/downloaded\kmu-ergebnisse-xls.xlsx,BJ_2012,94,3,4888,2790,0,16,0,150739,96790,0.3578967619527793
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Erläuterungen 2,0,0,0,0,0,0,0,1895,1877,0.00949868073878628
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Erläuterungen 1,2,1,2,1,0,2,1,2489,2335,0.06187223784652471
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Inhalt,20,7,164,139,0,6,2,7554,4259,0.43619274556526344
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Titelseite,63,51,505,485,1,3,0,15101,2885,0.8089530494669227
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Erläuterungen 3,0,0,0,0,0,0,0,1896,1878,0.00949367088607595
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Tab 7,93,1,1406,517,0,4,1,55365,45391,0.18014991420572563
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Tab 6,59,1,636,48,34,7,0,31954,29654,0.07197846904925831
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Tab 5,72,12,653,45,0,9,0,35450,33807,0.04634696755994358
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Erläuterungen 4,0,0,0,0,0,0,0,1896,1878,0.00949367088607595
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Methodik,4,3,5,4,0,1,0,2461,2208,0.102803738317757
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Begriffe 1,2,2,1,1,0,2,2,2413,2184,0.0949026108578533
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Begriffe 2,1,1,0,0,0,2,2,2337,2179,0.06760804450149764
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Merkmalsübersicht ,25,6,226,73,0,8,2,9661,7673,0.20577579960666598
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Tab 1,52,0,604,37,0,8,1,31281,30478,0.025670534829449185
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Tab 2,83,0,895,65,63,4,1,44928,41179,0.0834446225071225
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Tab 3,83,0,880,64,63,7,1,41717,37979,0.08960375865953928
C:/Temp/excelshrinktest/downloaded\koerpermasse-5239003179005.xlsx,Tab 4,78,19,634,257,1,5,1,30277,23475,0.22465898206559434
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,Qualitätsmerkmale,17,0,114,0,0,5,0,6757,6739,0.0026639040994524197
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,Titelseite,63,44,505,454,0,6,1,15582,4428,0.7158259530227186
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,Informationen zur Darstellung,47,3,228,83,0,5,2,11963,10300,0.1390119535233637
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,Inhalt,63,1,555,71,0,6,0,22567,21125,0.06389861301901006
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,3.1,88,1,1133,0,0,886,882,119302,53352,0.5527987795678195
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.8,1993,0,8144,1301,0,9,0,406808,380210,0.06538219504041219
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.7,51,0,1045,0,0,5,0,35346,35328,0.0005092514004413513
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.6,45,0,408,0,0,321,315,38419,16958,0.5586038158202973
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.5,23,0,186,0,0,450,441,39659,9168,0.7688292695226808
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.4.2,47,0,612,0,0,635,630,68696,22959,0.6657884010713869
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.4.1,47,0,612,0,0,635,630,68458,22721,0.6681030704957784
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,3.2,51,0,692,0,0,1,0,32133,32115,0.0005601717860143778
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,4.1,55,1,662,0,0,886,882,97476,31526,0.676576798391399
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,4.2,51,0,687,0,0,1,0,30448,30430,0.0005911718339464005
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,5.2,2233,0,9676,3,0,5,0,448744,448666,0.00017381848002424546
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,5.1,58,1,727,0,0,576,567,75933,30999,0.5917585239619138
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.4,47,0,612,0,0,635,630,67591,21854,0.6766729298279357
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.3.2,195,0,1719,0,0,640,630,131339,85559,0.34856364065509865
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.3.1,199,0,1711,0,0,640,630,130655,84875,0.35038842753817306
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,1.3,91,1,1101,0,0,886,882,112993,47043,0.5836644747904738
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,1.2,29,0,324,0,0,890,882,79542,13729,0.8273993613436926
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,1.1,28,0,336,0,0,888,883,78197,12327,0.8423596813176976
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,Karte 2,7,3,36,0,0,1,0,2809,2569,0.08543965824136704
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,Karte 1,8,4,37,1,0,1,0,2820,2497,0.11453900709219858
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,1.4,51,0,690,0,0,1,0,30829,30811,0.0005838658406046255
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,1.5,40,0,454,0,0,950,946,90701,20127,0.7780950595914047
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,1.6,34,0,425,0,0,886,882,83636,17823,0.7868979865129848
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.3,199,0,1737,0,0,640,630,126919,81139,0.36070249529227305
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.2,51,0,690,0,0,1,0,30587,30569,0.0005884853042142086
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,2.1,88,1,1133,0,0,886,882,116337,50387,0.5668875766093332
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,1.9,157,0,1350,0,0,10,1,49677,49600,0.0015500130845260381
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,1.8,31,1,473,0,0,194,189,29857,16469,0.4484040593495663
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-2140720177005.xlsx,1.7,68,0,852,0,0,194,189,42242,28929,0.31516026703281097
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,1.2-1.3 ,75,22,105,0,0,11,4,8831,7555,0.14449099762201337
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,Inhalt,47,5,159,18,0,7,1,13439,12717,0.053724235434184094
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,Zur Methodik,309,33,2439,0,0,5,0,63390,61722,0.026313298627543776
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,Begriffserläuterungen,6,1,31,0,0,129,127,11997,3838,0.6800866883387513
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,Vorblatt,63,51,505,483,1,5,1,15080,3678,0.7561007957559682
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,Informationen zur Darstellung,37,0,146,0,0,4,1,8402,8328,0.008807426803142109
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,1.1 ,31,3,195,0,0,7,0,6985,6811,0.024910522548317823
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,Qualitätsbericht,15,7,25,9,0,3,0,3987,3463,0.13142713819914723
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.11,45,0,772,0,0,1,0,23429,23411,0.0007682786290494686
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.10,57,0,1319,0,0,1,0,36608,36590,0.0004916958041958042
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,2.7,59,2,603,0,0,3,0,24482,24358,0.005064945674373008
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,2.6,42,1,751,0,0,4,0,25202,25132,0.002777557336719308
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,2.4 - 2.5,135,1,2344,0,0,3,0,62470,62375,0.0015207299503761805
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,2.3,69,0,198,0,0,3,0,12960,12942,0.001388888888888889
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,2.1-2.2,30,0,153,0,0,3,0,7560,7542,0.002380952380952381
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,1.6,85,0,105,1,0,1,0,6310,6280,0.004754358161648178
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,1.4-1.5,87,4,625,0,0,8,0,19544,19288,0.013098649201801064
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.1,72,0,439,0,0,6,0,19020,19002,0.0009463722397476341
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.2,107,1,13847,0,0,2,0,293857,293786,0.00024161411843175423
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.3,82,2,906,0,0,12,0,36250,36103,0.004055172413793103
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.9,532,0,12321,0,0,6,0,330622,330604,5.444283804465523e-05
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.8,65,0,1399,0,0,10,0,38674,38656,0.00046542897036768886
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.7,218,0,10991,0,0,8,0,254133,254115,7.082905407798278e-05
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.6,1844,0,50214,21,0,7,0,1171343,1170884,0.0003918578930338936
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.5,106,0,2292,1,0,12,0,59656,59618,0.0006369853828617406
C:/Temp/excelshrinktest/downloaded\koerperschaftsteuerstatistik-jahr-5799701127005.xlsx,3.4,42,0,486,0,0,3,0,18657,18639,0.000964785335262904
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,Lebenserwartung männlich V1,139,19,11343,0,0,5,1,531524,530121,0.0026395797743846
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,Inhaltsverzeichnis,100,0,685,0,0,2,0,56925,56907,0.00031620553359683795
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,Erläuterungen,27,1,240,0,0,1,0,8169,8079,0.011017260374586852
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,Titelseite,63,50,505,478,0,5,1,15735,4107,0.7389895138226883
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,Lebenserwartung weiblich V1,139,19,11343,0,0,5,1,531378,529975,0.0026403050182732444
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1988_M_V2,122,0,1215,1,0,5,1,60217,60121,0.0015942341863593337
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1987_M_V2,122,0,1215,1,0,5,1,60210,60114,0.0015944195316392625
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1986_M_V2,122,0,1215,1,0,5,1,60225,60129,0.0015940224159402242
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1985_M_V2,122,0,1215,1,0,5,1,60218,60122,0.0015942077119798068
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1989_M_V2,122,0,1215,1,0,5,1,60215,60119,0.001594287137756373
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1990_M_V2,122,0,1215,1,0,5,1,60217,60121,0.0015942341863593337
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1991_M_V2,122,0,1215,1,0,5,1,60216,60120,0.0015942606616181746
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1992_M_V2,122,0,1215,1,0,5,1,60197,60101,0.001594763858664053
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1993_M_V2,122,0,1215,1,0,5,1,60230,60134,0.0015938900879960154
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1994_M_V2,122,0,1215,1,0,5,1,60198,60102,0.0015947373666899232
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1984_M_V2,122,0,1215,1,0,5,1,60207,60111,0.0015944989785240918
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1983_M_V2,122,0,1215,1,0,5,1,60216,60120,0.0015942606616181746
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1982_M_V2,122,0,1215,1,0,5,1,60214,60118,0.0015943136147739728
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1975_M_V2,122,0,1215,1,0,5,1,60212,60116,0.0015943665714475519
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1974_M_V2,122,0,1215,1,0,5,1,60220,60124,0.0015941547658585187
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1973_M_V2,122,0,1215,1,0,5,1,60228,60132,0.0015939430165371588
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1972_M_V2,122,0,1215,1,0,5,1,60200,60104,0.0015946843853820599
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1976_M_V2,122,0,1215,1,0,5,1,60205,60109,0.0015945519475126652
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1977_M_V2,122,0,1215,1,0,5,1,60213,60117,0.0015943400926710179
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1978_M_V2,122,0,1215,1,0,5,1,60219,60123,0.0015941812384795495
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1979_M_V2,122,0,1215,1,0,5,1,60212,60116,0.0015943665714475519
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1980_M_V2,122,0,1215,1,0,5,1,60211,60115,0.0015943930511036189
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1981_M_V2,122,0,1215,1,0,5,1,60205,60109,0.0015945519475126652
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1995_M_V2,122,0,1215,1,0,5,1,60232,60136,0.00159383716296985
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1996_M_V2,122,0,1215,1,0,5,1,60228,60132,0.0015939430165371588
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1997_M_V2,122,0,1215,1,0,5,1,60219,60123,0.0015941812384795495
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2013_M_V2,122,0,1215,1,0,5,1,60221,60125,0.0015941282941166702
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2012_M_V2,122,0,1215,1,0,5,1,60219,60123,0.0015941812384795495
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2011_M_V2,122,0,1215,1,0,5,1,60224,60128,0.001594048884165781
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2010_M_V2,122,0,1215,1,0,5,1,60204,60108,0.0015945784333266893
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2014_M_V2,122,0,1215,1,0,5,1,60224,60128,0.001594048884165781
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2015_M_V2,122,0,1215,1,0,5,1,60215,60119,0.001594287137756373
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2016_M_V2,122,0,1215,1,0,5,1,60212,60116,0.0015943665714475519
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2017_M_V2,122,0,1215,1,0,5,1,60224,60128,0.001594048884165781
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2018_M_V2,122,0,1215,1,0,5,1,60220,60124,0.0015941547658585187
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2019_M_V2,122,0,1215,1,0,5,1,60201,60105,0.0015946578960482384
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2009_M_V2,122,0,1215,1,0,5,1,60204,60108,0.0015945784333266893
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2008_M_V2,122,0,1215,1,0,5,1,60233,60137,0.0015938107017747746
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2007_M_V2,122,0,1215,1,0,5,1,60221,60125,0.0015941282941166702
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1998_M_V2,122,0,1215,1,0,5,1,60210,60114,0.0015944195316392625
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1999_M_V2,122,0,1215,1,0,5,1,60226,60130,0.0015939959485936307
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2000_M_V2,122,0,1215,1,0,5,1,60218,60122,0.0015942077119798068
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2001_M_V2,122,0,1215,1,0,5,1,60213,60117,0.0015943400926710179
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2002_M_V2,122,0,1215,1,0,5,1,60213,60117,0.0015943400926710179
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2003_M_V2,122,0,1215,1,0,5,1,60218,60122,0.0015942077119798068
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2004_M_V2,122,0,1215,1,0,5,1,60231,60135,0.0015938636250435823
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2005_M_V2,122,0,1215,1,0,5,1,60220,60124,0.0015941547658585187
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,2006_M_V2,122,0,1215,1,0,5,1,60222,60126,0.0015941018232539603
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1971_M_V2,122,0,1215,1,0,5,1,60204,60108,0.0015945784333266893
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1970_M_V2,122,0,1215,1,0,5,1,60215,60119,0.001594287137756373
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1969_M_V2,122,0,1215,1,0,5,1,60198,60102,0.0015947373666899232
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1937_M_V2,122,0,1215,1,0,5,1,60152,60056,0.0015959569091634526
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1936_M_V2,122,0,1215,1,0,5,1,60135,60039,0.0015964080818159142
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1935_M_V2,122,0,1215,1,0,5,1,60178,60082,0.001595267373458739
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1934_M_V2,122,0,1215,1,0,5,1,60188,60092,0.0015950023260450589
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1938_M_V2,122,0,1215,1,0,5,1,60153,60057,0.0015959303775372798
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1939_M_V2,122,0,1215,1,0,5,1,60169,60073,0.001595505991457395
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1940_M_V2,122,0,1215,1,0,5,1,60150,60054,0.0015960099750623442
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1941_M_V2,122,0,1215,1,0,5,1,60156,60060,0.0015958507879513266
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1942_M_V2,122,0,1215,1,0,5,1,60182,60086,0.0015951613439234322
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1943_M_V2,122,0,1215,1,0,5,1,60179,60083,0.0015952408647534853
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1933_M_V2,122,0,1215,1,0,5,1,60131,60035,0.0015965142771615308
C:/Temp/excelshrinktest/downloaded\kohortensterbetafeln-5126101209005.xlsx,1932_M_V2,122,0,1215,1,0,5,1,60140,60044,0.0015962753574991686
