File,Sheet,Total Rows,Removed Rows,Total Cells,Removed Cells,Removed Whitespaces,Total Columns,Removed Columns,Original Size,Cleaned Size,Size Reduction Factor
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-078,40,0,1611,22,0,3,1,74687,74184,0.006734773119820049
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-099,47,6,881,49,0,3,0,35073,33599,0.04202663017135688
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-077,40,0,1603,14,0,3,1,69929,69586,0.004904975046118205
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-117,111,10,949,51,0,4,0,45241,43538,0.03764284609093521
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-118,233,0,3218,241,0,9,0,159879,154805,0.03173650072867606
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-119,69,1,945,103,0,9,0,46433,44259,0.04682014946266664
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-120,73,5,1867,59,0,3,1,82025,80406,0.01973788479122219
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-098,49,6,1151,59,0,3,1,50849,49129,0.033825640622234456
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-100,186,7,1984,476,0,6,2,85390,75606,0.1145801616114299
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-089,96,0,3354,126,0,8,1,167246,164690,0.015282876720519475
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-079,25,1,372,14,43,5,1,18062,16036,0.11216919499501717
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-082,38,0,16982,16442,0,5,1,340747,29000,0.9148928677288428
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-083,38,0,16982,16442,0,5,1,342133,30386,0.9111865853337737
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-086,243,202,1691,1033,0,5,1,69317,32516,0.5309087236897153
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-097,49,6,1151,59,0,3,1,51117,49397,0.033648297044036234
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233225.xlsx,81000-087,243,202,3334,2643,0,5,1,104602,35987,0.6559626010974934
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,Impressum,19,3,60,42,0,5,3,4682,3422,0.2691157624946604
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,Inhaltsübersicht,317,1,873,175,0,9,3,69695,65771,0.05630246072171605
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,GENESIS-Online,78,0,16885,0,0,5,0,366648,366630,4.909340839169994e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,Titel,15,0,216,0,0,2,0,7302,7284,0.0024650780608052587
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-129,55,0,825,0,0,16,1,35547,35470,0.0021661462289363376
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-123,75,6,2589,23,0,4,1,118764,117785,0.008243238691859486
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-124,74,7,1454,38,0,3,1,70065,68710,0.01933918504246057
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-128,71,5,1343,57,0,3,1,60816,59221,0.026226650881347013
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-129,71,5,1354,68,0,3,1,60873,59063,0.029734036436515367
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,Erläuterung zu csv-Tabellen,72,1,16498,16373,0,3,1,359444,16187,0.9549665594640612
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-021,2752,0,19264,0,0,8,1,954788,954712,7.959882193743533e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-122,79,11,2613,34,0,6,1,111904,110335,0.014020946525593365
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-121,77,9,1882,73,0,13,1,87268,85062,0.02527845258284824
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-120,73,5,1867,59,0,3,1,82147,80523,0.019769437715315228
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-099,48,6,906,49,0,3,0,36114,34634,0.04098133687766517
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-100,186,7,1984,476,0,6,2,85552,75761,0.11444501589676453
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-117,111,10,949,51,0,4,0,45397,43684,0.0377337709540278
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-118,234,0,3232,242,0,9,0,160853,155758,0.03167488327852138
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-119,69,1,945,103,0,9,0,46554,44379,0.046719938136357775
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-023,2752,0,19264,0,0,8,1,976782,976706,7.780651158600383e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-029,918,0,7344,0,0,9,1,382173,382097,0.0001988628186711254
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-030,918,0,8247,0,0,10,1,454626,454549,0.00016936998763819052
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-086,257,0,1542,0,0,7,1,86222,86146,0.0008814455707360071
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-087,257,0,1542,0,0,7,1,88379,88303,0.0008599327894635604
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-089,2913,0,20391,0,0,8,1,1005213,1005137,7.560586661732389e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-099,361,0,1805,0,0,6,1,94184,94108,0.0008069311135649367
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-098,449,0,2245,0,0,6,1,111093,111017,0.0006841115101761587
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-083,225,0,1799,0,0,9,1,87695,87619,0.0008666400592964251
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-082,225,0,1575,0,0,8,1,74327,74251,0.0010225086442342622
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-078,673,0,4038,0,0,7,1,215490,215414,0.0003526845793308274
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-064,1180,0,8260,0,0,8,1,395919,395843,0.00019195845614885872
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-065,1573,0,12584,0,0,9,1,603265,603189,0.00012598111940855178
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-066,8254,0,49524,0,0,7,1,2511171,2511095,3.026476492441176e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-070,2913,0,20391,0,0,8,1,1005006,1004930,7.562143907598561e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-077,673,0,4038,0,0,7,1,210052,209976,0.0003618151695770571
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-098,49,6,1151,59,0,3,1,50951,49225,0.03387568448116818
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-097,49,6,1151,59,0,3,1,51219,49493,0.03369843222241746
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-089,96,0,3354,126,0,8,1,167395,164839,0.01526927327578482
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-118,2629,0,23661,0,0,10,1,1111301,1111224,6.928815865368609e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-117,721,0,7208,0,0,9,0,316288,316270,5.6910157830837716e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-002,143,99,2094,1563,0,9,0,69816,27769,0.6022544975363814
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-021,139,1,5957,13,0,3,1,266288,265874,0.0015547076849125759
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-022,140,1,3800,3,0,3,1,174409,174192,0.0012442018473817291
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-001,146,0,2333,240,0,9,0,116427,111462,0.04264474735241825
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-120,55,0,990,0,0,19,1,41640,41563,0.0018491834774255523
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-121,55,0,990,0,0,19,1,45763,45686,0.0016825819985577869
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-128,55,0,825,0,0,16,1,35399,35331,0.0019209582191587332
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-124,55,0,825,0,0,16,1,39914,39837,0.001929147667485093
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,Informationen zur Statistik,109,37,130,37,0,3,1,15604,11119,0.28742630094847477
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-123,55,0,1320,0,0,25,1,61304,61236,0.0011092261516377397
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-122,55,0,1320,0,0,25,1,54384,54307,0.0014158576051779936
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,csv-81000-097,449,0,2245,0,0,6,1,111260,111184,0.0006830846665468272
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-023,139,1,5965,21,0,3,1,285261,284680,0.002036731274166465
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-029,137,0,18571,16499,0,5,1,417518,104659,0.749330567783904
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-079,25,1,372,14,43,5,1,18094,16067,0.11202608599535757
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-082,38,0,16982,16442,0,5,1,340814,29067,0.914713010615761
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-083,38,0,16982,16442,0,5,1,342200,30453,0.9110081823495032
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-086,243,202,1691,1033,0,5,1,69586,32583,0.5317592619205013
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-087,243,202,3334,2643,0,5,1,104871,36054,0.6562061961838831
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-078,40,0,1611,22,0,3,1,74782,74279,0.006726217538979969
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-077,40,0,1603,14,0,3,1,70024,69681,0.004898320575802582
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-070,96,0,3387,159,0,8,1,167833,164610,0.0192036131154183
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-030,137,0,18571,16499,0,5,1,425648,112789,0.7350181370522122
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-064,155,12,1541,38,0,3,1,82348,80634,0.020814105989216496
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-065,138,0,3530,100,0,5,1,174685,173368,0.0075392849987119676
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-066,74,1,9433,451,0,10,1,407758,398213,0.023408492291996725
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233235.xlsx,81000-024,140,1,3801,3,0,3,1,190241,190024,0.0011406584279939655
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,Impressum,19,3,60,42,0,5,3,4226,3034,0.28206341694273546
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,GENESIS-Online,78,0,16885,0,0,5,0,364898,364880,4.932885354263383e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,Inhaltsübersicht,317,1,893,139,0,9,3,75643,72473,0.041907380722604866
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,Titel,15,0,216,0,0,2,0,7035,7017,0.00255863539445629
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-112,47,16,1050,475,0,5,1,38202,27832,0.27145175645254177
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-111,66,7,1982,611,0,5,1,75391,62709,0.16821636534864903
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-110,66,7,1980,609,0,5,1,75996,63356,0.1663245433970209
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-109,109,0,36272,33282,0,5,1,860445,129971,0.8489490902963002
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-108,109,0,36272,33276,0,5,1,860951,130717,0.8481713825757796
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-107,74,1,2489,139,0,6,1,109741,106774,0.027036385671717955
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-106,40,0,1801,2,0,3,0,63952,63896,0.0008756567425569177
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-105,38,0,1691,18,0,3,0,47782,47413,0.007722573353982671
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-113,89,51,1429,486,0,6,1,54874,42499,0.22551663811641215
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-114,89,52,1428,486,0,6,1,55365,42934,0.22452813149101417
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-115,86,52,1268,530,0,7,1,46807,33333,0.2878629264853548
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-122,80,11,2654,35,0,6,1,111944,110577,0.01221146287429429
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-121,78,9,1911,74,0,13,1,86977,84888,0.024017843797785623
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-120,74,5,1896,59,0,3,1,81693,80128,0.019157088122605363
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-119,70,1,959,103,0,9,0,45803,43560,0.04897059144597515
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-118,235,0,3245,242,0,9,0,156173,150974,0.033290005314619044
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-117,112,10,958,52,0,4,0,43184,41655,0.03540663208595776
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-116,114,0,2763,249,0,3,1,138174,132911,0.038089655072589636
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-104,98,1,3118,155,0,7,1,131620,128478,0.023871752013371828
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-103,134,1,4428,364,0,7,1,181741,174349,0.04067326580133267
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-102,32,2,309,114,0,5,2,13613,11111,0.18379490193197678
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-091,74,50,994,377,0,5,0,39661,29473,0.25687703285343283
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-090,87,43,993,207,0,3,1,42678,36361,0.14801537091710015
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-089,96,0,3446,126,0,8,1,169046,166487,0.015137891461495688
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-088,96,0,3446,126,0,8,1,126287,123728,0.020263368359371908
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-087,244,202,3352,2643,0,5,1,100263,36049,0.6404556017673518
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-086,244,202,1710,1034,0,5,1,64979,32568,0.4987919173886948
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-085,42,0,1768,56,0,4,0,60625,59512,0.018358762886597938
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-084,42,0,1834,56,0,4,0,59162,58049,0.018812751428281666
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-092,49,6,1165,57,0,3,1,50712,49126,0.03127464899826471
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-093,49,6,1165,59,0,3,1,50546,48959,0.03139714319629644
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-094,49,5,1164,33,0,3,1,50532,49545,0.019532177630016623
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-101,76,22,713,321,0,5,1,28188,20515,0.2722080317865758
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-100,186,7,1986,476,0,6,2,81238,71602,0.11861444151751643
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-099,48,6,906,50,0,3,0,34963,33562,0.040070932128249866
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-098,49,6,1151,60,0,3,1,49848,48183,0.033401540683678385
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-097,49,6,1151,60,0,3,1,50116,48451,0.03322292281905978
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-096,49,6,1151,60,0,3,1,49918,48263,0.03315437317200208
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-095,50,6,1180,60,0,3,1,50851,49257,0.03134648286169397
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-123,76,6,2630,24,0,4,1,119068,118187,0.007399133268384452
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-124,75,7,1477,39,0,3,1,69462,68213,0.017981054389450347
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-125,70,3,1739,2,0,14,1,81042,80771,0.0033439451148787047
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-121,56,0,1008,0,0,19,1,45382,45305,0.0016967079458816271
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-120,56,0,1008,0,0,19,1,41141,41064,0.0018716122602756373
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-118,2641,0,23769,0,0,12,3,1079542,1079350,0.00017785320070918964
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-117,729,0,7288,1456,0,9,1,293638,261741,0.10862694882814894
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-099,361,0,1805,0,0,6,1,86316,86240,0.0008804856573520552
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-098,449,0,2245,0,0,6,1,100841,100765,0.0007536617050604417
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-097,449,0,2245,0,0,6,1,101008,100932,0.0007524156502455252
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-089,3004,0,21028,0,0,8,1,973048,972972,7.810508834096571e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-122,56,0,1344,0,0,25,1,54103,54026,0.0014232112821839823
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-123,56,0,1344,0,0,25,1,61203,61135,0.0011110566475499566
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-124,56,0,840,0,0,16,1,39412,39335,0.001953719679285497
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-129,56,0,840,0,0,16,1,34935,34858,0.00220409331615858
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-128,56,0,840,0,0,16,1,34787,34719,0.0019547532124069337
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-087,265,0,1590,0,0,7,1,85655,85579,0.0008872803689218376
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-086,265,0,1590,0,0,7,1,83516,83440,0.0009100052684515541
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-083,232,0,1848,0,0,9,1,86554,86477,0.0008896180419160292
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-021,2773,0,19411,0,0,8,1,907207,907131,8.377360403965137e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,Erläuterung zu csv-Tabellen,72,1,16498,16373,0,3,1,357767,14517,0.9594233118202629
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-131,71,8,1374,2,0,3,1,67684,67236,0.006618994149281957
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-130,59,3,979,2,0,3,1,48629,48355,0.0056344979333319625
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-129,72,5,1375,69,0,3,1,60195,58415,0.029570562339064705
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-128,72,5,1364,58,0,3,1,60129,58575,0.02584443446589832
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-127,72,6,1136,2,0,3,0,50457,50083,0.007412252016568564
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-126,74,7,1365,2,0,3,1,63499,63013,0.007653663837225783
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-023,2773,0,19411,0,0,8,1,929463,929387,8.176764432796142e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-029,925,0,7400,0,0,9,1,365858,365782,0.0002077308682603633
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-030,925,0,8303,0,0,10,1,439292,439215,0.0001752820447447256
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-082,232,0,1624,0,0,8,1,72884,72807,0.0010564733000384171
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-078,694,0,4164,0,0,7,1,207716,207640,0.00036588418802595854
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-077,694,0,4164,0,0,7,1,201980,201904,0.0003762748787008615
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-070,3004,0,21028,0,0,8,1,972940,972864,7.811375829958682e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-066,8317,0,49902,0,0,7,1,2364777,2364701,3.213833693409569e-05
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-065,1585,0,12680,0,0,9,1,584129,584052,0.0001318201972509497
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,csv-81000-064,1189,0,8323,0,0,8,1,379928,379851,0.00020266997957507738
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-083,39,0,16999,16444,0,5,1,342268,30481,0.9109440555354283
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-082,39,0,16999,16444,0,5,1,340728,28941,0.9150612805522294
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-081,44,1,1933,5,0,16,0,69288,69130,0.002280337143516915
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-028,144,2,6278,2659,0,34,1,234936,178249,0.24128698879694896
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-027,144,2,3650,106,0,16,1,177545,175212,0.013140330620406095
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-026,144,2,3650,106,0,18,1,164418,162088,0.014171197800727415
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-025,144,2,3650,106,0,16,1,163933,161600,0.014231423813387177
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-024,141,1,3829,3,0,3,1,188631,188435,0.001039065689096702
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-023,140,1,6009,21,0,3,1,284428,283857,0.0020075379357869126
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-022,141,1,3828,3,0,3,1,170830,170634,0.0011473394602821518
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-021,140,1,6001,13,0,3,1,262519,262115,0.0015389362293776832
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-029,138,0,18587,16500,0,5,1,414903,102022,0.7541063814915776
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-030,138,0,18587,16500,0,5,1,423471,110590,0.7388487051061348
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-031,141,0,3055,155,0,3,1,141963,138762,0.0225481287377697
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-038,142,0,3329,148,0,3,1,163596,160484,0.019022469987041248
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-037,142,0,3329,148,0,3,1,163608,160496,0.019021074764070216
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-036,143,1,3367,194,0,3,1,165491,161438,0.024490757805560422
C:/Temp/excelshrinktest/downloaded\statistischer-bericht-2180120233245.xlsx,81000-035,143,1,3367,194,0,3,1,164370,160318,0.024651700431952302
